"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,6.86677250796398
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,4.86471185117451
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7.25238655673301
11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,4.98085013841218
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6.03204987924083
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,5.85149891594871
13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6.07231787413787
10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5.41012469059118
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5.02640374179509
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,4.68900400191253
7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5.08334366165928
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,4.65468083967598
7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,5.74452088278375
11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6.17667986203987
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5.59766631219945
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5.35921766902849
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5.33264574900089
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,5.83536531169753
7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5.36521798504506
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6.33233159427702
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6.47878454270544
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,5.6742657210437
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,5.87519359615271
7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6.26921609788963
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,5.58056471878373
8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5.08078895687138
7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5.01992797703834
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,5.97647163743951
9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,4.73342239715069
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,5.86608933540091
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7.13807835891524
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6.60145353319052
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,6.86851292455392
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5.12236397609695
7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5.09705152745972
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6.02760657148165
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,5.91060940958683
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,5.64599201300886
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,6.92549065408629
10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5.01376195043153
13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6.10692267675122
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5.09317574389391
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6.43597693306077
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6.24517748116431
8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,5.94681415617784
8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,4.43931434341965
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7.40711488900252
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7.07490116490016
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6.11525907463904
7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5.30728905255976
12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,5.87680167308519
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7.24165486970078
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,5.90031621253787
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,5.68510760967631
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6.14521420837959
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6.22063047883489
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,5.74416438117653
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,4.84941170062113
6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,6.92035367410191
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,5.66212842692705
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6.18140279286727
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,5.85598582828847
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,5.63844807978246
9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6.30939760993034
7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,4.8329167031241
13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5.24007457301234
6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,5.85404453711655
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6.22009093519927
11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5.15418378561879
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7.09748969507093
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7.08852888380469
12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6.10602978615631
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,4.73023939596525
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6.16085050457496
11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5.08006782542115
12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,4.9843973695468
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7.33636527595917
10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6.10552313957849
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7.09328067301096
10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5.00319989031161
10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5.19758522016424
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7.14219090213148
6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5.50575808208318
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6.05012703026063
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6.31508140115643
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5.0565762265726
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,5.99442400643004
11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,6.93307342161922
11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,5.35168458775393
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7.04069383155586
11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6.189138506862
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6.28543488767921
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,5.80094917011075
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,5.88902367655983
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6.44137549986298
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6.11553773929903
7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,4.73636589265892
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,5.92791479778691
7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,5.62654173044916
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,5.83053400113359
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,5.92055998097866
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,6.8592756527781
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8.25161323108825
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,5.75112536022921
9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5.48015982402472
8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,4.95667102610408
12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5.26652054802051
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,6.70168980421929
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,4.809841049924
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,5.86886260862896
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,5.8886436928315
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,4.435605707567
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,4.73172517008811
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6.24815757399368
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6.01568789206162
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6.39942115430698
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,4.84624678343935
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,5.44702501479717
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,5.98239448834125
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,6.9696572185262
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,5.61885879899234
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4.19453221762381
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6.52643190078474
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5.01526415857852
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5.22346052070934
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7.38694500082618
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,4.70940217779653
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,4.93672526501304
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6.29545915636256
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,4.76732633076738
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6.05873017401752
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,4.80762733450716
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,6.68924257327537
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,6.71820929417048
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,4.91414607988583
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,6.81019697578072
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,4.90659739180767
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7.20392359735331
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,5.78327246755325
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6.11063056515606
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5.26891291847854
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,5.76787166653647
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7.47496235031969
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,4.87234679875273
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,5.99715537464874
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5.26170628333146
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6.04628125634188
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5.12295699022765
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,5.95661954085636
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,5.97617777196196
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6.27117189357003
7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,4.80478207555466
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8.27878414248671
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,5.83972260850925
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7.16975806907948
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,6.93642504802076
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,6.86141252498383
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,5.78562092240329
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,4.88817898658219
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,4.83708754673063
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6.41624120608481
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6.21361064998767
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,5.94761771897399
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,5.74069838940873
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,5.91172743395149
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,6.79460965600576
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5.30596545819602
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,7.7982035136003
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,4.86177218490573
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,4.47494994679367
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,6.861501819038
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,2.6990172311177
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6.10023509694983
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,4.91041288335959
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5.19653332094744
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,4.98592716789199
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6.15727695084235
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5.39598393568713
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,5.86148482734029
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,5.89238360968222
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6.12386618245958
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,4.38186494533339
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5.3255859286531
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6.3447500354025
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,5.61634190487278
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,4.43681333718874
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6.18133026334345
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5.02612038991757
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5.12150520473431
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,5.79450275108821
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5.17519167293871
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,5.67093718229904
10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5.55055348820775
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,7.95820633463872
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,4.8670500261331
10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5.47548837455074
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,5.92172637951857
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,4.83324755649736
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5.16099659435374
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6.14268492637797
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,6.58342345402498
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,5.89371897958499
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,5.84976112776509
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,6.96972298476861
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7.11385752885082
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6.05016125378597
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6.03304833859494
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8.44701856777499
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,5.88635271896755
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5.46720343619568
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8.59217030006429
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6.41319603319964
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,5.56482561021835
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7.0058379694827
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7.19888395509282
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7.01239427649444
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7.23714410238361
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7.41876111067041
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,6.50222902120279
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6.08735534849259
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,5.88697874965553
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7.00189945133346
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,4.70470939869406
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,5.94663805065276
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6.09179509063132
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7.0455588343597
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7.25492587346596
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5.21338546042018
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6.07549132101974
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,2.99018964313263
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,5.83195415451515
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,4.62675017739168
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,5.90529516029289
7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5.04453319788246
8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5.20401330829889
9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5.37243795382262
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,4.9319973960498
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,4.71135707388896
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,4.36128081472922
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6.42145679368535
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6.16118237941955
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5.02288120845266
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,5.85740759103912
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5.1141881599977
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,4.80165246667858
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6.37119553233862
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,5.78096582574535
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6.72579535503924
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,4.88308628952643
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,5.83586010669104
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,6.95698750907966
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5.46230541931215
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5.12133095367539
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,5.72190753929139
9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5.24880774284089
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6.20883433840025
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,5.64983827440582
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,4.89721171237533
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,5.91469940392337
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,5.96260344506506
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6.25153127634481
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,5.90284159074143
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6.38426154371182
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6.1135342856366
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6.57721215707184
5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5.49857752127354
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,4.90588547609879
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,4.93348366070555
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,5.66172354063881
15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,4.81970091127048
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,5.59330489532406
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6.17472972243971
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,4.6807408126904
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5.29251578276644
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,4.99893123891787
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,5.83666380910446
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6.16596890319373
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,4.95500151581622
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,5.93466210475258
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6.0406428524587
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,5.86100644719432
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6.35496158894919
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6.16986456450251
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6.36820652853561
10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5.18130593636774
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,3.89917315402952
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,5.79934092235131
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6.15045977417854
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4.18792269456367
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,4.79739758245757
