"age","fnlwgt","occupation","education_year","marital_status","race","gender","hours_per_week","income"
34,246439,"Farming-fishing",9,"Married-civ-spouse","White","Male",45,0
43,277488,"Farming-fishing",9,"Married-civ-spouse","White","Male",30,0
30,94145,"Adm-clerical",9,"Divorced","Black","Male",40,0
67,102690,"Exec-managerial",13,"Married-civ-spouse","White","Male",20,0
29,120986,"Transport-moving",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",65,0
45,238567,"Sales",9,"Married-civ-spouse","White","Male",50,1
38,99146,"Transport-moving",9,"Married-civ-spouse","White","Male",65,0
25,239120,"unknown",13,"Never-married","White","Male",13,0
41,128354,"Tech-support",13,"Married-civ-spouse","White","Female",25,1
52,146565,"Other-service",12,"Divorced","White","Female",30,0
43,34007,"Farming-fishing",13,"Married-civ-spouse","White","Male",70,1
33,318982,"Craft-repair",13,"Married-civ-spouse","White","Male",38,0
41,227644,"Transport-moving",9,"Married-civ-spouse","White","Male",50,0
50,177927,"Protective-serv",9,"Divorced","White","Male",40,0
43,241528,"Prof-specialty",14,"Divorced","White","Female",40,0
45,164593,"Exec-managerial",13,"Never-married","White","Male",40,0
90,225063,"Craft-repair",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
23,177526,"Exec-managerial",13,"Never-married","White","Male",40,0
20,210029,"unknown",10,"Never-married","White","Female",40,0
45,166863,"Machine-op-inspct",6,"Married-civ-spouse","White","Male",40,0
59,420537,"Adm-clerical",9,"Married-civ-spouse","White","Female",38,1
41,152636,"Craft-repair",9,"Divorced","White","Female",50,0
58,95428,"Prof-specialty",14,"Divorced","White","Female",40,0
18,272918,"Adm-clerical",9,"Never-married","Black","Male",15,0
20,186014,"Other-service",9,"Never-married","White","Female",38,0
23,182615,"Adm-clerical",10,"Never-married","White","Male",40,0
18,194897,"Handlers-cleaners",9,"Never-married","Amer-Indian-Eskimo","Male",40,0
22,201490,"Adm-clerical",9,"Never-married","White","Male",20,0
63,147140,"Farming-fishing",4,"Married-civ-spouse","White","Male",60,1
23,57827,"Farming-fishing",13,"Never-married","White","Male",40,0
53,124094,"Craft-repair",9,"Married-civ-spouse","White","Male",35,0
21,402230,"Adm-clerical",10,"Never-married","White","Male",36,0
30,102320,"Tech-support",11,"Separated","White","Female",40,0
26,122999,"Prof-specialty",13,"Never-married","White","Male",45,0
33,111363,"Craft-repair",13,"Married-civ-spouse","White","Male",45,0
40,289636,"Sales",9,"Married-civ-spouse","White","Male",50,0
22,289448,"Adm-clerical",12,"Never-married","Asian-Pac-Islander","Female",30,0
54,182854,"Craft-repair",9,"Married-civ-spouse","White","Male",45,0
19,148955,"Other-service",10,"Never-married","Asian-Pac-Islander","Female",35,0
32,185820,"Prof-specialty",13,"Never-married","Black","Female",40,0
29,196243,"Machine-op-inspct",9,"Never-married","White","Female",40,0
47,248145,"Transport-moving",3,"Married-civ-spouse","White","Male",50,0
30,55912,"Sales",13,"Married-civ-spouse","White","Male",50,0
25,245369,"Craft-repair",9,"Separated","White","Male",35,0
43,269733,"Exec-managerial",14,"Married-civ-spouse","White","Male",40,1
34,151693,"Adm-clerical",9,"Divorced","White","Female",40,0
35,187589,"Craft-repair",13,"Married-civ-spouse","White","Male",7,0
26,179010,"Craft-repair",10,"Never-married","White","Male",65,0
27,86681,"Other-service",13,"Never-married","White","Female",40,0
40,341835,"Exec-managerial",9,"Never-married","White","Female",45,0
25,281627,"Prof-specialty",14,"Never-married","White","Female",40,0
60,193038,"Farming-fishing",10,"Married-civ-spouse","White","Male",15,0
20,147171,"Adm-clerical",10,"Never-married","Asian-Pac-Islander","Female",40,0
34,42900,"Exec-managerial",13,"Married-civ-spouse","White","Male",50,1
60,166789,"Tech-support",10,"Divorced","White","Male",50,0
62,252668,"Prof-specialty",14,"Never-married","White","Male",70,0
60,67320,"Adm-clerical",9,"Never-married","Black","Female",40,0
46,93639,"Prof-specialty",13,"Divorced","White","Female",40,0
48,49298,"Prof-specialty",16,"Married-civ-spouse","White","Male",50,1
51,97005,"Transport-moving",4,"Married-civ-spouse","White","Male",40,0
29,54411,"Farming-fishing",9,"Never-married","White","Male",50,0
57,137031,"Transport-moving",10,"Married-civ-spouse","White","Male",50,0
36,168747,"Transport-moving",13,"Never-married","White","Male",40,0
30,196342,"Sales",10,"Never-married","White","Male",25,0
20,334113,"Other-service",10,"Married-civ-spouse","White","Male",40,0
29,169544,"Transport-moving",9,"Married-civ-spouse","White","Male",40,1
51,166386,"Exec-managerial",13,"Married-civ-spouse","Asian-Pac-Islander","Female",35,0
18,387871,"unknown",6,"Never-married","White","Male",30,0
26,167261,"Prof-specialty",13,"Never-married","White","Female",40,0
46,90758,"Tech-support",14,"Never-married","White","Male",35,1
18,338632,"Other-service",7,"Never-married","White","Male",16,0
57,211678,"Adm-clerical",6,"Divorced","White","Male",64,0
38,104727,"Adm-clerical",14,"Never-married","White","Female",40,0
46,187666,"Exec-managerial",9,"Divorced","White","Female",55,0
29,152744,"Prof-specialty",14,"Never-married","Asian-Pac-Islander","Female",40,0
24,183751,"Craft-repair",7,"Married-civ-spouse","White","Male",65,0
19,28790,"Other-service",10,"Never-married","White","Female",40,0
67,171584,"Protective-serv",13,"Married-civ-spouse","White","Male",7,1
47,308499,"unknown",9,"Divorced","White","Female",40,0
36,157278,"unknown",10,"Never-married","White","Female",40,0
47,123219,"Prof-specialty",14,"Married-civ-spouse","White","Male",38,1
56,119859,"Transport-moving",10,"Divorced","White","Male",40,1
30,180317,"Machine-op-inspct",11,"Divorced","White","Male",40,0
41,306495,"Farming-fishing",9,"Married-civ-spouse","White","Male",40,0
72,112658,"Farming-fishing",9,"Married-civ-spouse","White","Male",42,0
29,329426,"Protective-serv",9,"Never-married","White","Male",40,0
46,155654,"Prof-specialty",14,"Never-married","White","Female",40,0
31,140559,"Other-service",9,"Married-civ-spouse","Black","Male",40,0
46,110110,"Prof-specialty",14,"Married-civ-spouse","White","Female",65,1
41,151856,"Protective-serv",9,"Married-civ-spouse","White","Male",40,0
34,81223,"Exec-managerial",9,"Divorced","White","Female",48,0
28,269246,"Farming-fishing",7,"Married-civ-spouse","White","Male",40,0
43,331649,"Transport-moving",13,"Married-civ-spouse","White","Male",45,0
31,78602,"Other-service",12,"Divorced","Amer-Indian-Eskimo","Female",40,0
24,267181,"Other-service",10,"Never-married","White","Male",35,0
45,142719,"Sales",9,"Married-civ-spouse","White","Male",40,0
46,247992,"Other-service",4,"Never-married","Black","Female",40,0
46,250821,"Exec-managerial",15,"Married-civ-spouse","White","Male",40,1
23,170482,"Sales",10,"Never-married","White","Male",45,0
69,119907,"Prof-specialty",14,"Divorced","White","Female",40,0
30,173005,"Adm-clerical",9,"Married-civ-spouse","White","Male",44,0
60,223696,"Craft-repair",2,"Divorced","Other","Male",38,0
27,341672,"Adm-clerical",10,"Never-married","Asian-Pac-Islander","Male",40,0
30,207301,"Sales",9,"Never-married","White","Female",40,0
34,198265,"Protective-serv",13,"Married-civ-spouse","White","Male",60,0
27,189399,"unknown",10,"Divorced","White","Female",40,0
26,183077,"Adm-clerical",11,"Never-married","White","Female",40,0
20,201799,"Sales",10,"Never-married","White","Female",13,0
38,131808,"Craft-repair",11,"Divorced","White","Male",40,0
59,375049,"unknown",9,"Married-civ-spouse","White","Male",41,1
19,36012,"Craft-repair",9,"Never-married","White","Male",40,0
33,101345,"Exec-managerial",9,"Married-civ-spouse","White","Female",42,1
30,182771,"Other-service",13,"Never-married","Asian-Pac-Islander","Male",15,0
76,224058,"Transport-moving",6,"Divorced","Black","Male",20,0
56,233312,"Craft-repair",14,"Married-civ-spouse","White","Male",50,1
45,153141,"Adm-clerical",9,"Married-civ-spouse","White","Male",40,0
41,252392,"Craft-repair",3,"Married-civ-spouse","White","Male",96,0
28,180313,"Adm-clerical",13,"Never-married","White","Female",40,0
34,169527,"Sales",10,"Married-civ-spouse","White","Female",20,0
19,355477,"Other-service",9,"Never-married","Black","Male",25,0
28,54683,"Craft-repair",10,"Never-married","White","Male",40,0
20,173736,"Machine-op-inspct",5,"Never-married","White","Male",40,0
25,143062,"Other-service",13,"Never-married","White","Female",30,0
40,160369,"Exec-managerial",14,"Married-civ-spouse","White","Male",45,1
53,204397,"Exec-managerial",9,"Married-civ-spouse","White","Male",60,0
49,178160,"Sales",12,"Widowed","White","Female",40,0
39,184117,"Prof-specialty",13,"Married-civ-spouse","White","Female",20,1
70,133248,"unknown",9,"Married-civ-spouse","White","Male",14,0
56,197577,"Other-service",9,"Divorced","White","Female",40,0
45,217953,"Craft-repair",9,"Married-civ-spouse","Other","Male",40,0
26,371556,"Adm-clerical",10,"Never-married","White","Female",40,0
41,143046,"Adm-clerical",14,"Never-married","White","Female",40,0
75,208426,"Prof-specialty",15,"Married-civ-spouse","White","Male",35,0
29,285657,"Craft-repair",10,"Married-civ-spouse","White","Male",45,0
42,69019,"Craft-repair",10,"Married-civ-spouse","Black","Male",40,1
33,103651,"Other-service",9,"Divorced","White","Male",60,0
60,334984,"Adm-clerical",9,"Divorced","White","Female",40,1
19,217769,"Other-service",10,"Never-married","White","Female",15,0
36,243666,"Adm-clerical",9,"Divorced","Black","Female",40,0
35,85799,"Adm-clerical",9,"Divorced","White","Female",40,0
48,192894,"Prof-specialty",16,"Married-civ-spouse","White","Male",40,1
59,96459,"Machine-op-inspct",7,"Never-married","White","Male",40,0
18,78817,"Adm-clerical",9,"Never-married","White","Female",20,0
27,98769,"Craft-repair",11,"Never-married","White","Male",40,1
19,472807,"Handlers-cleaners",2,"Never-married","White","Male",52,0
23,107882,"Adm-clerical",13,"Never-married","White","Female",40,0
38,146178,"Craft-repair",9,"Never-married","Black","Female",40,0
52,155278,"Exec-managerial",6,"Married-civ-spouse","White","Male",40,0
20,240517,"Adm-clerical",10,"Never-married","White","Female",20,0
24,332155,"Handlers-cleaners",9,"Never-married","White","Male",20,0
32,162442,"Exec-managerial",13,"Never-married","White","Female",60,0
34,126838,"Transport-moving",9,"Married-civ-spouse","White","Male",40,0
38,122493,"Sales",6,"Married-civ-spouse","White","Male",40,1
59,340591,"Handlers-cleaners",6,"Married-civ-spouse","White","Male",40,0
26,187577,"Sales",11,"Never-married","White","Male",55,0
51,202956,"Sales",11,"Married-civ-spouse","White","Male",40,0
28,301654,"Prof-specialty",13,"Never-married","White","Female",40,0
32,110100,"Prof-specialty",11,"Divorced","Black","Female",40,0
19,133983,"unknown",10,"Never-married","White","Female",20,0
19,28119,"Other-service",10,"Never-married","White","Female",4,0
61,345697,"Prof-specialty",9,"Married-civ-spouse","White","Male",40,1
63,440607,"Prof-specialty",1,"Married-civ-spouse","Other","Male",30,0
24,96178,"Adm-clerical",13,"Never-married","White","Female",40,0
44,95298,"Prof-specialty",16,"Married-civ-spouse","White","Male",70,1
31,226883,"unknown",9,"Divorced","White","Male",75,0
37,281012,"Craft-repair",9,"Married-civ-spouse","Asian-Pac-Islander","Female",40,1
33,189368,"Transport-moving",10,"Married-civ-spouse","Black","Male",40,1
40,103759,"Craft-repair",9,"Divorced","White","Male",40,0
47,93618,"Adm-clerical",10,"Divorced","White","Female",33,0
39,209609,"Adm-clerical",9,"Married-civ-spouse","White","Male",50,0
24,214542,"Craft-repair",10,"Never-married","White","Male",60,0
28,241895,"Sales",9,"Married-civ-spouse","White","Male",40,0
53,548361,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
25,188767,"Exec-managerial",12,"Never-married","White","Male",45,0
55,272656,"Tech-support",13,"Married-civ-spouse","White","Male",55,1
43,177054,"Transport-moving",9,"Married-civ-spouse","White","Male",60,0
53,270546,"Priv-house-serv",9,"Divorced","White","Female",20,0
47,239321,"Sales",13,"Married-civ-spouse","White","Male",40,1
48,197702,"Transport-moving",10,"Married-civ-spouse","White","Male",40,0
25,208117,"Prof-specialty",13,"Never-married","White","Male",40,0
21,314182,"Other-service",9,"Never-married","White","Female",40,0
42,201723,"Craft-repair",10,"Never-married","White","Male",40,0
38,165466,"Adm-clerical",9,"Married-civ-spouse","White","Male",60,1
28,304960,"Adm-clerical",12,"Never-married","White","Female",40,0
24,151443,"Machine-op-inspct",9,"Never-married","Black","Female",30,0
62,155094,"Exec-managerial",11,"Married-civ-spouse","White","Female",45,1
17,128617,"Handlers-cleaners",6,"Never-married","White","Male",26,0
24,205839,"Handlers-cleaners",10,"Never-married","White","Male",40,0
39,260084,"Adm-clerical",10,"Divorced","White","Female",24,0
21,67804,"Machine-op-inspct",5,"Never-married","Black","Male",20,0
23,406641,"Handlers-cleaners",10,"Never-married","White","Female",18,0
18,327612,"Other-service",6,"Never-married","White","Female",20,0
18,378036,"Farming-fishing",8,"Never-married","White","Male",10,0
25,205337,"Sales",13,"Married-civ-spouse","White","Male",50,1
26,270276,"Adm-clerical",9,"Never-married","White","Female",40,0
70,278139,"Sales",9,"Married-civ-spouse","White","Male",40,0
34,331126,"Other-service",9,"Never-married","Black","Male",30,0
35,476573,"unknown",9,"Never-married","White","Female",4,0
35,22494,"Prof-specialty",13,"Divorced","White","Female",50,1
40,135056,"Adm-clerical",9,"Never-married","White","Female",45,0
44,112507,"Sales",10,"Married-civ-spouse","White","Male",40,0
56,155657,"Exec-managerial",13,"Divorced","White","Female",40,0
43,79529,"Adm-clerical",9,"Married-civ-spouse","White","Female",35,0
40,141583,"Other-service",6,"Never-married","Black","Female",40,0
27,279580,"Sales",14,"Never-married","White","Male",42,0
29,161155,"Prof-specialty",12,"Married-civ-spouse","White","Male",50,0
49,123207,"Adm-clerical",9,"Never-married","White","Female",44,0
23,186006,"Other-service",9,"Never-married","White","Female",37,0
47,224314,"Sales",13,"Divorced","White","Female",45,0
36,167415,"Craft-repair",9,"Divorced","White","Male",40,0
26,386585,"Tech-support",10,"Divorced","White","Male",60,0
48,177211,"Machine-op-inspct",7,"Married-civ-spouse","White","Male",40,0
32,107843,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",50,1
66,157942,"Transport-moving",9,"Widowed","Black","Female",40,0
31,120857,"Sales",9,"Married-civ-spouse","White","Female",18,0
34,155151,"Craft-repair",10,"Married-civ-spouse","White","Male",40,1
26,262617,"Craft-repair",9,"Never-married","White","Male",40,0
45,273435,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
32,200401,"Exec-managerial",9,"Never-married","White","Male",40,0
50,104729,"Machine-op-inspct",9,"Divorced","White","Female",48,0
43,125461,"Prof-specialty",13,"Never-married","White","Male",40,0
32,207301,"Handlers-cleaners",9,"Never-married","White","Female",40,0
44,242619,"Machine-op-inspct",10,"Married-civ-spouse","White","Male",40,0
24,216889,"Craft-repair",5,"Married-civ-spouse","White","Male",45,0
38,91711,"Prof-specialty",13,"Married-civ-spouse","White","Male",50,1
36,33887,"Prof-specialty",10,"Divorced","White","Male",40,0
37,188279,"Other-service",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
56,282023,"Prof-specialty",14,"Married-civ-spouse","White","Male",40,1
61,111797,"Adm-clerical",11,"Divorced","Black","Female",32,0
27,177351,"Sales",13,"Never-married","White","Male",45,0
53,101432,"Sales",9,"Married-civ-spouse","White","Male",50,0
32,203674,"Prof-specialty",12,"Divorced","White","Female",36,0
27,155382,"Other-service",10,"Never-married","White","Female",25,0
28,154863,"Adm-clerical",13,"Never-married","Black","Male",35,0
61,200427,"Prof-specialty",16,"Married-civ-spouse","White","Male",40,1
27,106316,"Prof-specialty",15,"Divorced","White","Female",12,0
33,236481,"Prof-specialty",13,"Never-married","Asian-Pac-Islander","Male",10,0
40,180123,"Farming-fishing",9,"Married-spouse-absent","Black","Male",40,0
37,161664,"unknown",10,"Married-civ-spouse","White","Female",60,0
33,127651,"Sales",13,"Never-married","White","Male",40,1
25,111675,"Sales",10,"Married-civ-spouse","White","Male",43,0
51,91506,"Transport-moving",9,"Married-civ-spouse","White","Male",40,1
28,375703,"unknown",9,"Divorced","Black","Female",40,0
40,275366,"Sales",9,"Married-civ-spouse","White","Male",50,1
42,143342,"Machine-op-inspct",10,"Divorced","White","Female",40,0
53,227475,"Sales",13,"Divorced","White","Female",40,0
29,244566,"Machine-op-inspct",9,"Divorced","White","Male",40,0
25,71351,"Other-service",2,"Never-married","White","Male",25,0
19,415354,"Other-service",6,"Divorced","White","Female",40,0
23,264874,"unknown",11,"Never-married","White","Female",40,0
49,61885,"Craft-repair",7,"Married-civ-spouse","White","Male",40,0
32,222221,"Prof-specialty",11,"Married-civ-spouse","White","Male",42,1
55,129173,"Handlers-cleaners",9,"Never-married","Black","Male",40,0
37,111129,"Craft-repair",10,"Married-civ-spouse","White","Male",45,0
58,214502,"Handlers-cleaners",5,"Married-civ-spouse","White","Male",50,1
31,156192,"Craft-repair",10,"Married-civ-spouse","White","Male",40,1
36,107302,"Prof-specialty",14,"Married-civ-spouse","White","Male",60,1
39,76417,"Prof-specialty",14,"Married-civ-spouse","White","Male",40,1
18,125441,"Other-service",7,"Never-married","White","Male",20,0
52,335997,"Tech-support",13,"Married-civ-spouse","White","Male",38,1
37,127772,"Craft-repair",13,"Never-married","White","Male",40,0
23,33644,"Other-service",13,"Never-married","White","Female",50,0
25,124111,"Adm-clerical",10,"Never-married","White","Female",40,0
19,47577,"Transport-moving",10,"Never-married","White","Male",50,0
45,168191,"Craft-repair",13,"Married-civ-spouse","White","Male",35,1
42,33155,"Craft-repair",9,"Married-civ-spouse","White","Male",85,0
28,38079,"Farming-fishing",10,"Married-civ-spouse","White","Male",55,0
41,223934,"Adm-clerical",12,"Divorced","White","Female",38,0
47,185399,"Other-service",9,"Married-civ-spouse","White","Female",38,0
17,216137,"Sales",7,"Never-married","White","Female",8,0
32,195891,"Craft-repair",9,"Never-married","White","Male",40,0
24,125010,"Adm-clerical",13,"Never-married","White","Female",45,0
35,110668,"Machine-op-inspct",9,"Married-civ-spouse","Black","Female",35,0
33,122612,"Other-service",9,"Married-spouse-absent","Asian-Pac-Islander","Female",35,0
26,84619,"Craft-repair",13,"Married-civ-spouse","White","Male",40,1
33,234067,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,1
30,231043,"Protective-serv",11,"Married-civ-spouse","White","Male",40,0
20,38001,"Other-service",10,"Never-married","White","Female",20,0
25,90752,"Sales",13,"Never-married","White","Female",30,0
38,322092,"Handlers-cleaners",9,"Divorced","White","Male",40,0
53,190319,"Sales",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,1
20,181032,"Machine-op-inspct",10,"Never-married","White","Female",40,0
19,164395,"Adm-clerical",9,"Never-married","White","Female",25,0
52,158746,"Other-service",9,"Never-married","White","Male",40,0
48,182715,"Sales",9,"Married-civ-spouse","White","Male",48,0
46,189762,"Tech-support",12,"Never-married","White","Male",56,0
43,82077,"unknown",10,"Divorced","Asian-Pac-Islander","Female",40,0
35,413648,"Farming-fishing",3,"Never-married","White","Male",36,0
75,106873,"Sales",7,"Widowed","White","Male",40,0
22,105686,"Handlers-cleaners",9,"Never-married","White","Male",40,0
27,133937,"Sales",14,"Never-married","White","Male",40,0
34,226385,"Exec-managerial",14,"Divorced","Black","Female",40,0
22,281432,"Handlers-cleaners",10,"Never-married","White","Male",30,0
32,207301,"Sales",10,"Married-civ-spouse","White","Female",40,0
39,33223,"Adm-clerical",9,"Married-civ-spouse","White","Male",40,1
19,169853,"Craft-repair",9,"Never-married","White","Male",40,0
56,212864,"Transport-moving",9,"Married-civ-spouse","White","Male",40,1
34,114639,"Handlers-cleaners",10,"Never-married","White","Male",20,0
19,92863,"Sales",9,"Never-married","White","Male",20,0
42,350387,"Machine-op-inspct",9,"Separated","White","Male",15,0
52,156882,"Sales",10,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,0
27,91501,"Tech-support",9,"Married-civ-spouse","White","Female",40,0
24,509629,"Other-service",9,"Never-married","White","Female",25,0
54,215990,"Exec-managerial",9,"Married-civ-spouse","White","Male",40,1
38,179668,"Prof-specialty",13,"Married-civ-spouse","White","Male",50,1
30,137613,"Prof-specialty",14,"Married-civ-spouse","Asian-Pac-Islander","Male",20,0
21,218445,"Adm-clerical",10,"Never-married","White","Female",40,0
90,227796,"Exec-managerial",12,"Never-married","White","Male",45,1
32,111883,"Prof-specialty",12,"Married-civ-spouse","White","Male",40,0
68,195881,"Farming-fishing",9,"Married-civ-spouse","White","Male",40,0
47,190325,"Tech-support",10,"Divorced","Black","Female",48,0
54,256908,"Tech-support",13,"Married-civ-spouse","White","Male",25,1
36,245090,"Farming-fishing",13,"Never-married","White","Male",50,0
34,107624,"Craft-repair",10,"Married-civ-spouse","White","Male",50,0
32,178623,"Sales",12,"Never-married","Black","Female",46,0
18,39529,"Other-service",8,"Never-married","White","Female",32,0
34,152246,"Transport-moving",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",52,0
34,165737,"Prof-specialty",14,"Married-civ-spouse","Asian-Pac-Islander","Male",43,1
25,112847,"Transport-moving",9,"Married-civ-spouse","Other","Male",40,0
41,214838,"Exec-managerial",14,"Married-civ-spouse","White","Male",60,1
27,236481,"Prof-specialty",15,"Never-married","Asian-Pac-Islander","Male",10,0
29,182676,"Other-service",6,"Never-married","White","Female",38,0
24,193416,"Protective-serv",10,"Never-married","White","Female",40,0
41,320744,"Prof-specialty",13,"Married-civ-spouse","White","Male",40,1
41,195096,"Exec-managerial",13,"Married-civ-spouse","White","Male",50,1
54,155433,"Other-service",9,"Married-civ-spouse","White","Female",35,0
53,176059,"Prof-specialty",14,"Divorced","White","Female",50,0
27,247819,"Adm-clerical",10,"Never-married","White","Female",15,0
27,199998,"Craft-repair",9,"Divorced","White","Female",32,0
24,106373,"Handlers-cleaners",9,"Divorced","White","Male",40,0
18,128086,"Handlers-cleaners",8,"Never-married","White","Male",18,0
37,291251,"Machine-op-inspct",9,"Divorced","White","Female",40,0
41,190910,"Farming-fishing",9,"Married-civ-spouse","White","Male",40,0
32,37380,"Adm-clerical",10,"Divorced","White","Female",38,0
28,134771,"Prof-specialty",13,"Never-married","White","Female",55,0
25,157617,"Exec-managerial",9,"Never-married","White","Male",40,0
74,148003,"Adm-clerical",13,"Married-civ-spouse","White","Female",6,1
45,326064,"Adm-clerical",10,"Divorced","Black","Female",35,0
39,215981,"Sales",10,"Married-civ-spouse","White","Male",40,1
33,232475,"Sales",10,"Never-married","White","Male",45,0
37,186191,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",46,0
35,170092,"Other-service",9,"Married-spouse-absent","Black","Female",20,0
35,366842,"Prof-specialty",15,"Married-civ-spouse","White","Male",80,1
40,240504,"Exec-managerial",12,"Married-civ-spouse","White","Male",40,1
81,122651,"Sales",10,"Married-civ-spouse","White","Male",15,0
19,271118,"Adm-clerical",9,"Never-married","White","Female",28,0
39,352188,"Adm-clerical",13,"Never-married","White","Male",40,0
58,105239,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,0
59,32446,"Other-service",9,"Married-civ-spouse","White","Male",40,0
48,188432,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",46,1
21,180690,"Machine-op-inspct",9,"Never-married","White","Male",40,0
32,270335,"Adm-clerical",13,"Married-civ-spouse","White","Male",40,1
25,112754,"Prof-specialty",10,"Married-civ-spouse","White","Male",50,0
42,157562,"Farming-fishing",13,"Married-civ-spouse","White","Male",80,1
22,218343,"Other-service",9,"Never-married","White","Female",40,0
26,95806,"Craft-repair",10,"Never-married","White","Male",40,0
42,121352,"Prof-specialty",13,"Married-civ-spouse","White","Male",80,1
32,157287,"Sales",13,"Married-civ-spouse","White","Male",40,0
55,173090,"Prof-specialty",14,"Widowed","White","Female",45,0
55,49996,"Machine-op-inspct",7,"Never-married","Black","Female",40,0
31,236861,"Sales",10,"Married-civ-spouse","White","Male",55,1
52,91506,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",45,0
60,198170,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,1
52,204226,"Craft-repair",13,"Divorced","White","Male",40,0
28,451742,"Exec-managerial",9,"Divorced","White","Female",40,0
42,388725,"Sales",14,"Divorced","White","Male",50,1
55,204334,"Exec-managerial",15,"Married-civ-spouse","White","Male",55,1
41,75313,"Prof-specialty",15,"Married-civ-spouse","White","Male",40,1
31,136651,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
39,76767,"Adm-clerical",10,"Divorced","White","Female",60,0
69,232683,"Adm-clerical",10,"Married-civ-spouse","White","Male",15,1
26,149734,"Craft-repair",9,"Separated","Black","Female",40,0
31,134615,"Prof-specialty",10,"Married-civ-spouse","White","Male",50,1
36,247321,"Craft-repair",9,"Married-civ-spouse","White","Male",45,0
25,122999,"Craft-repair",9,"Never-married","White","Male",40,0
40,316820,"Other-service",10,"Married-civ-spouse","White","Male",40,0
44,188808,"Craft-repair",11,"Married-civ-spouse","White","Male",40,1
23,122048,"Machine-op-inspct",9,"Never-married","White","Female",40,0
52,135033,"Handlers-cleaners",4,"Married-civ-spouse","White","Male",40,0
33,244817,"Other-service",9,"Never-married","White","Male",40,0
35,28738,"Adm-clerical",13,"Never-married","White","Female",40,0
46,409443,"Handlers-cleaners",3,"Married-civ-spouse","White","Male",25,0
28,209205,"Prof-specialty",13,"Never-married","White","Male",60,1
35,190964,"Craft-repair",13,"Married-civ-spouse","White","Male",40,0
22,204226,"Exec-managerial",9,"Never-married","White","Female",40,0
22,190916,"Sales",7,"Divorced","White","Female",25,0
24,109456,"Sales",13,"Never-married","White","Male",25,0
70,139889,"Farming-fishing",10,"Married-civ-spouse","White","Male",70,0
26,186151,"Tech-support",9,"Separated","White","Female",40,0
28,267912,"Adm-clerical",10,"Separated","White","Male",40,0
34,227540,"Sales",13,"Married-civ-spouse","Asian-Pac-Islander","Male",60,0
32,262024,"Other-service",9,"Never-married","Black","Male",38,0
21,107801,"unknown",10,"Never-married","White","Female",3,0
29,245402,"Tech-support",13,"Divorced","White","Female",40,0
24,99386,"Prof-specialty",13,"Married-spouse-absent","White","Female",40,0
18,151747,"Other-service",7,"Never-married","White","Male",40,0
32,29144,"Sales",13,"Never-married","White","Male",35,0
17,286960,"Prof-specialty",7,"Never-married","White","Male",40,0
23,237044,"Other-service",9,"Never-married","Black","Male",12,0
57,41762,"Craft-repair",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,1
53,22418,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
42,192381,"Craft-repair",9,"Married-civ-spouse","White","Male",40,1
54,263925,"Transport-moving",2,"Married-civ-spouse","White","Male",50,0
32,198068,"Transport-moving",7,"Never-married","White","Male",40,0
55,256984,"Other-service",10,"Married-civ-spouse","Black","Male",40,0
20,313045,"unknown",10,"Never-married","White","Female",40,0
55,141807,"Sales",13,"Married-civ-spouse","White","Male",60,1
55,84774,"Priv-house-serv",9,"Married-civ-spouse","White","Female",30,0
21,202373,"Sales",10,"Never-married","Black","Male",25,0
47,154033,"Prof-specialty",10,"Divorced","White","Female",40,0
42,348886,"Exec-managerial",13,"Married-civ-spouse","White","Male",45,1
32,386806,"Craft-repair",3,"Married-civ-spouse","Other","Male",45,1
30,103642,"Craft-repair",7,"Married-civ-spouse","White","Male",40,0
48,102112,"Prof-specialty",12,"Married-civ-spouse","White","Male",50,1
41,470486,"Handlers-cleaners",2,"Married-spouse-absent","White","Male",40,0
38,164526,"Prof-specialty",15,"Never-married","White","Male",45,1
42,30424,"Other-service",7,"Separated","White","Female",38,0
45,31339,"Adm-clerical",13,"Married-civ-spouse","White","Male",45,1
45,363677,"Prof-specialty",16,"Married-civ-spouse","White","Female",30,1
56,165867,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
47,162034,"Sales",13,"Married-civ-spouse","White","Male",70,0
50,187830,"Exec-managerial",14,"Divorced","White","Male",62,1
18,215463,"unknown",8,"Never-married","White","Female",25,0
44,277488,"Machine-op-inspct",10,"Married-civ-spouse","White","Male",40,1
65,369902,"unknown",9,"Widowed","White","Female",8,0
