"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","Spam"
0.95,0,0,0,0,0,0,0,0,0,0.47,1.9,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.267,0,45,464,1
0.56,0,0.94,0.18,0.75,0,2.07,0,0,0.37,2.45,0.94,0,0,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0.08,0,0.242,0,35,244,1
0,0,0.35,0,0,0,0,0,0,0,1.79,0.71,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,8,61,0
0.42,0,0,0,0,0.21,0.21,0,0,0,0.42,0.64,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.126,0,0.031,0.412,183,1484,1
0.06,0,0.06,0,0,0,0.18,0.12,0,0,0.24,0.18,0,0,0,1.14,1.2,0.06,0,0.18,0,0,0.9,0,0,0,0.221,0.115,0,0,38,1345,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0
0,0,0,0,0,0,1.33,0,0,0,0.44,0,0,0,0,0,0.44,0,0,1.33,0.44,0,0.89,0,0,0,0.397,0,0,0,10,122,0
0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,6.896,8,60,0
0,0,0,0,0,0,2.17,0,0,0,6.52,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,1
1.81,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0.849,0,0,8,39,0
0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0
1,0,0.25,0.25,0,0,1.5,0,0,0.5,2.5,1.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,34,129,1
0,0,0,0,0,0,0,0,0,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0.37,0,11,41,0
0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,1.169,0,0,0,21,76,0
0,0,0,0,0,0,0.42,0,0,0,0.42,0,0,0,0,0,0,0,1.28,0,0,0,0.85,0,0,0,0,0,0,0,5,294,0
0,0,0,0,0,0,0,0,0,0,1.28,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,18,111,1
0,0,0,0,2.27,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0.71,0,0,0,0.35,0,0.71,0,0,0,7.47,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,1,40,0
0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0.86,0.86,0.86,0.86,0,0.86,0,0,0,0,0,0.131,0,0,0,11,47,0
0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,2,15,0
0.78,0,0,0,0,0,0.39,0,0,0,1.56,1.96,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,222,1
0.81,0,0,0.4,0.81,0,0.4,0,0,0,0.81,0.4,0,2.04,0,0,0,0,0,0,0,0,0.4,0,0,0,0.64,0,0.64,0,181,505,1
0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0.054,0,9,108,0
0,0,0,0,0.37,0,0.75,0,0,0,2.63,0.75,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.066,0,0,0,5,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,0,0,0,4,11,0
0,0,1.12,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.333,0,12,74,1
0.38,0,0.19,0.05,0.16,0.24,1.11,1.19,0.13,0.43,3.56,0.81,0,1.14,0.57,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.273,0.159,195,3327,1
0,0,0,0,0,0,0.69,0,0,0,2.79,0.69,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,12,83,0
0.87,0,2.63,0,0,0,0.87,0,0,0,0.87,0,0,0,0,0,0,0.87,0,0,0,0,0.87,0,0,0,0.317,0,0,0,5,33,0
1.14,0,0,0,0,0,1.14,0,0,0,0,3.44,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,81,1
0.24,0,0,0,0,0,0,0,0,0.24,0.24,0,0,0,0.24,0.98,0.73,0,0,0,0.24,0,0,0,0,0,0,0,0,0,13,152,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0
2.56,0,0,0,0,0,1.28,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,7,28,0
0.4,0,0.13,0.13,0,0,1.4,0.06,0,0.2,0.06,0,0,0,0,2.54,0,0,0,0,0,0.06,0.06,0,0,0,0.085,0,0,0,22,665,0
0.32,0,0.65,0.32,0,0,0.32,0,0,0.32,2.28,3.25,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,10,139,1
0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.672,0,31,87,1
0.67,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0.217,0,14,67,0
1.11,0,0.55,0,0,0.55,0,0,0.55,0,1.67,1.67,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.517,18,125,1
1.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,1.03,0.186,0,0,0,5,26,0
0,0,0,0,0,0,0,0,0,0,1.33,1.33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,4,29,0
0,0,0,0,1.17,0,1.17,0,0,0,2.35,3.52,0,0,0,3.52,2.35,0,0,0,0,0,0,0,0,0,0,0,0.414,0,1,14,0
1.45,0,0.6,0,1.45,0.12,0.85,0,1.94,0,1.33,0.6,0,0.48,0.12,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0.234,0,39,746,1
0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,3.84,0,3.84,0,0,0,0,0,0,0,0,0.751,13,21,0
0.72,0,0,0,0.43,0.29,0,0,0.14,0,0.58,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0.046,132,1001,1
0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0.83,0.41,0,0.41,0,0.41,0.41,0.41,0,0,0,0.159,0,0,0,13,122,0
3.7,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,10,18,0
0.77,0,0,0.51,1.03,0,0.25,0,0.77,0,1.8,1.54,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0.514,0,19,249,1
0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0.41,0,0,0,0,11,67,0
0.4,0,0.05,0.05,0,0,0.3,0,0.05,0,1.55,0.75,0,0.15,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0.036,0,0.054,0,96,583,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,5,24,0
0.49,0,0.16,0,0.49,0,0.16,0,0,0,1.3,0.32,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.119,0,0.149,0,107,244,0
0.82,0,0,0,0.59,0.22,0.82,0,0.14,0.07,3.29,1.87,0,0,0.22,0,0,0,0,0,0.07,0,0,0,0,0,0.095,0,0.119,0.167,74,974,1
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2.06,1.03,0.25,0.25,2.83,0.25,0.25,0.25,0,0,0,0.473,0.043,0.043,0,17,190,0
0,0,0,0,0.45,0,0.45,0,0,0,0.9,0,0,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0,0.165,0,0,0,4,40,0
1.31,0,0,1.31,0,0,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,0.139,0,15,49,0
0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,11,49,1
0,0,0,0,0,0,0,0,0,0,2.04,0,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.425,43,319,0
0,0,0.86,0,0,0,0.57,0,0,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,772,1319,1
0.18,0,0.18,0.56,0,0.37,1.5,0,0,0,3.18,0.93,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.066,0,0.563,0.033,34,292,1
0.42,0,0,0,0.85,0,0.42,0,0,0,2.55,2.12,0,0,0.42,0,0,0,0,0,0,0,0,0.42,0,0,0.221,0,0.177,0.177,54,553,1
0.25,0,0,0,0.76,0.76,0.5,0,0,0.25,1.77,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.189,0.151,447,646,1
0.55,0,0.27,1.39,0.83,0.27,0.55,0,0,1.39,1.67,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,2.001,0,63,341,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.32,0,0,0,0,0,0,0.54,0.108,0,0.054,28,375,0
0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,1.85,3.7,0,0,0,3.7,0,0,0,0,0,0.544,1.634,0,0,11,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,3.57,0,0,1.78,0,0,0,0,0,0,0,7,45,0
1.31,0,0,0,0,0,1.31,0,0,0,1.31,5.26,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,54,1
0.64,0,0,0,0,0,1.29,0,0,0.64,1.93,2.58,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,22,122,1
1.16,0,0,0,0,0,1.16,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,114,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0.85,0,0,0,0,0,0,0,0,0.73,0,0,0,14,270,0
0,0,0.14,0,0.14,0,0,0,0,0,0.74,0.14,0,0,0,0.14,0.14,0.59,0,0.14,0,0,0.59,0,0,0,0.297,0,0,0,27,238,0
0,0,0,0,0,0,2.89,0,0,0,0,1.73,0,0,0,2.31,0,0,0,0,0,0,0.57,0,0,0,0.163,0,0,0,12,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,4.41,0,0,0,1.47,0,0,0,0,0,0,0,0,0,10,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0.396,10,38,0
0.08,0,0,0,0,0,0.23,0,0,0.23,0.4,0.23,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.16,0.228,0,0.406,0,67,1254,1
0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,1.58,1.58,0,0,0,0,0,0,0,0,0,0.216,0,0,0,6,48,0
0.29,0,0,0.29,0,0.29,0,0,0,2.93,1.75,1.75,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,6,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
0,0,0,0,1.02,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,4,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,0,0,0.201,0,0,0,59,141,1
0,0,0,0,0,0,0,0,0,0,3.84,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,41,72,1
0,0,0,0,0.93,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,166,1
0.33,0,0.33,0,0.16,0.16,0.99,0,0,0.33,2.81,0.99,0,0.49,0.33,0,0,0,0,0.16,0,0,0,0,0,0,0.024,0.074,0.248,0.049,350,727,1
0,0,0.38,0.38,0,0.38,0,0,0,0,3.87,1.93,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,12,99,1
0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,1.78,1.78,0,0,0,0,0,0,0,0,3.57,0,0,0,0.307,14,49,0
1.17,0,0,0,1.17,0,2.35,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0.361,0,4,38,0
0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,46,131,0
2.09,0,0,0,0,0,6.29,0,0,0,4.19,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,13,64,0
0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0.204,0,3,34,0
0,0,0,0,0,0,0.61,0,0,0,3.09,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.448,0,70,285,0
0.76,0,1.02,0.17,0.08,0.17,0.59,0,2.21,0.08,1.61,0.42,0,0.85,0.08,0,0,0,0,0,0,0,0,0,0,0.08,0.063,0,0.394,0.012,669,1407,1
0.08,0,0.08,0.16,0,0,0.81,0,0,0.08,0,0,0,0.08,0,3.49,0.48,0,0.32,0,0,0.32,0.08,0,0,0,0.111,0,0,0,21,693,0
0.58,0.58,0,0.29,0,0,0,0,0,0.29,2.91,1.74,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.43,0,1.434,0.047,64,361,1
0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
0.55,0,0,0,0.55,0,0,0,0,0,1.67,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.893,0,16,121,1
0.33,0,0.33,0.33,0,0.67,1,0,0,0.33,2.68,3.02,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.16,0.107,139,275,1
0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,45,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0.86,0,0,0.86,0,0,1.73,0,0,0,0,0,0,0,0,3.47,5.21,0,0,0,0,0,0,0,0,0,0.125,0,0,0,9,72,0
0.29,0,0,0,0,0,0.29,1.19,0,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0.156,0.031,0.376,0.125,157,611,0
0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0.83,0.41,0,0.41,0,0.41,0.41,0.41,0,0,0,0.158,0,0,0,13,130,0
0.65,0,0,0,0,0,0.65,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,23,135,1
3.48,0,0,1.16,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405,0,28,72,1
0,0,0.65,1.3,0.65,0,0,0,0,2.61,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0,78,249,1
0,0,0,0,0.51,0,0,0,0.51,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0.067,0,17,91,1
0.96,0,0,0,0,0,0.48,0,0,0,5.79,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.26,0,4,38,1
1.17,0,0,0,0.78,0.78,0.78,0,0.39,0,1.17,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.864,0.066,44,364,1
0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,1.93,1.69,0.72,0.24,0.24,0.24,0.24,0.24,0,0,0,0.148,0.074,0,0,12,210,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0.52,0,2.08,0,0,0,4.16,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.367,0.073,27,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949,0,8,40,1
0,0,0,0,0,0,0,0,0,0,1.37,2.06,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0.332,0,0,0,2,18,0
0,0,0,0,0,0,2.9,0,0,0,0,1.74,0,0,0,2.32,0,0,0,0,0,0,0.58,0,0,0,0.165,0,0,0,12,68,0
0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0.467,0,1,5,0
0,0,0,0,0,0,0.24,0,0.24,0,0.49,0.49,0,0,0,1.72,1.23,0.24,0.24,0,0.24,0.24,0.24,0,0,0,0.312,0.039,0,0,13,189,0
0.1,0,0,0,0,0,0.31,0,0,0,0.41,0.2,0,0,0,0.52,0.62,0.1,0,1.15,0,0,0.1,0,0,0,0.251,0.029,0,0,32,490,0
0.18,0,0.36,0.06,0.06,0.06,0.55,0.06,0,0.73,4.4,1.1,0,0.85,0.06,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0,12,451,1
0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,0,14.28,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,1.28,2.56,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.61,0,28,80,1
0,0,0,0,0,0,0.46,0,0,0,1.38,1.85,0,0,0,2.31,0.46,0,0,0,0,0,0.46,0,0,0,0.155,0,0,0,28,167,0
0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
1.5,0,0,0,0,0,0.75,0,0,0,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0.441,0,6,54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0.74,0,0,0,0.672,0,0,0,5,41,0
0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0,0.3,0,0.3,0.3,0,0,0,0,0,0,0,0,8,82,0
0,0,0,0.63,0.63,0.31,0.31,0,0,0,3.18,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0.135,0,40,191,1
1.29,0,1.29,0,0,0,0,0,0,0,1.29,1.29,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.098,0.439,36,125,1
0.55,0,0.55,0.27,1.67,0,1.39,0,0.83,0,2.5,2.22,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.045,48,352,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0
0,0,0,0,0.68,0,0,0,0,0,1.37,0,0,0,0,0,0,0.68,0,0,0,0,0.68,0,0,0,0,0,0,0,12,64,0
0.55,0,0.55,0,0.55,0,0.55,0,0,0,3.31,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.496,0.082,148,387,1
0,0,0,0,0,0,0,0,0,0,3.22,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0.22,0,0,0,0,0,0,1.35,0,0.22,0,0.67,0,0,0,0.67,0,0,0,0,0,0,0.45,0,0,0,0.042,0,0.063,0.232,121,749,0
0.25,0,0.25,0.33,0.16,0.08,0.76,0.08,0,0.76,1.6,0.5,0.84,0.42,0.08,0,0,0,0,0,0,0.25,0.08,0,0,0,0.047,0.015,0.502,0.329,292,2049,1
0,0,0,1.19,0.39,0,0.79,0,0,1.58,3.96,1.98,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0.705,0,13,118,1
0,0,0,0,0,0,0,0,0,0,3.33,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,38,80,1
0.8,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,2.4,1.6,0,0,1.6,0.8,0,0,0,0,0,0.371,0.123,0,0,10,61,0
0.4,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,5,70,0
0.55,0,0.55,0,0.55,0,0.55,0,0,0,3.31,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.496,0.082,148,386,1
0,0,0,0,0.87,0,2.63,0,0,0,0.87,0,0,0,0,0.87,0.87,0,0,0,0,0.87,0,0,0,0,0.308,0,0,0,11,103,0
0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,1.81,0.45,0,0,0,0,0.45,0,0,0,0,0,0,0,0,5,104,0
0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,5,14,0
0,0,0,0,0,0,0,0,0,0,1.88,0.62,0,0,0,1.25,0.62,0,0,0,0,0,1.25,0,0,0,0.179,0.358,0,0,13,149,0
0.29,0,0,0.29,0.88,0.29,0.88,0,0,0,1.76,2.64,0,0,0,0.29,0.29,0.29,0,0,0,0,0.29,0,0,0,0.113,0,0.113,0.113,16,208,0
0.55,0,0.27,1.37,0.82,0.27,0.55,0,0,1.37,1.65,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,1.029,0,63,344,1
0.48,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0.96,1.93,0,0,0,0,0.96,0.48,0,0,0,0,0,0,0,7,88,0
1.06,0,1.06,0,0,0,1.06,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,108,1
0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0
0.42,0,0.42,0,0.84,0.42,0.84,0,0,0,2.95,2.1,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0.072,0.072,12,179,1
0.69,0,0,0,0.51,0.17,0,0,0.17,0,0.17,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0.083,132,963,1
1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0.97,0.48,0,0,0.48,0,0.48,0,0,0,0.55,0,0.078,0,16,171,0
0,0,0,0,0,0,1.69,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,4,32,0
1.66,0,0,0,0,0,1.66,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,8,41,0
0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,21,61,0
0,0,0.26,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0.26,0,0.033,0,0,0,61,111,0
0.35,0,0,0,0,0,0.71,0,0,0,1.77,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0.7,0,61,260,1
0.7,0,0,0,0.3,0.1,1.3,0,0,0.2,2.61,1.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.352,0,148,1133,1
0,0,0,0.26,0,0,0.26,0,0,0,1.33,0,9.33,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,1.157,107,886,1
1.42,0,0,0.71,0.71,0,0,0,0,2.85,1.42,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,117,217,1
0,0,0,0,0.86,0,1.72,0,0,0,2.58,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0.214,0,51,91,0
0.71,0,0,0,0.23,0.23,1.9,0,0,0,3.81,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,1.046,0,97,543,1
0.33,0,0.11,0,0,0.11,0.44,0,0,0,0.44,0.11,0.11,0,0,0.11,0.11,0,0,0.11,0,0,0,0,0,0,0.253,0,0,0,11,395,0
1.34,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,12,132,1
0.65,0,0,0,0,0,0,0,0,0,4.6,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,5,40,0
0,0,0.45,0,0,0,0,0,0,0.45,1.8,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0.138,0,46,122,1
0.71,0,0.19,0.12,0.25,0.38,0.45,0,1.75,0.06,1.36,0.51,0,1.16,0.06,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.276,0.01,485,2259,1
1.68,0,0,0,0,0,0.42,0,0,0,2.1,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.669,0,121,284,1
0.66,0,0,0,0.11,0,0.33,0,0,0,1.76,1.1,0,0,0.22,0,0,0,0,0,0,0,0,0.11,0,0,0.173,0,0.367,0.077,75,389,1
0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0
0,0,0,0,0,0,2.1,0,0,0,2.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,7,51,1
0,0,0,0,0,0,0,0,0,0,4.25,0.85,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,18,78,0
