CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
9079-XPFBAP-SGV,3,5,Female,67,13,Sales,No,6,No,38000,16.2,2.917944,3.238056,No,Unmarried,1,3,0,0,0,0,3,Lease,Domestic,13000,38,Yes,Yes,Mast,21,11,4348.3,No,51,24.75,448.15,Yes,41.05,2038.1,No,Yes,36.15,1641,Yes,No,Yes,3,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes
1880-INKZQO-1BC,1,1,Female,41,14,Agriculture,No,19,No,43000,18.1,2.622871,5.160129,Yes,Married,3,0,0,0,0,0,2,Own,Foreign,17500,26,Yes,No,Visa,17,16,3912.8,No,41,43.5,608,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,Yes,19,No,No,Yes,No,No
7267-RMHTZA-C3Y,2,4,Male,76,14,Sales,Yes,13,Yes,15000,6.7,0.5628,0.4422,No,Unmarried,1,1,0,0,1,0,2,Lease,Domestic,5900,27,Yes,No,AMEX,29,10,3247.6,No,56,34.95,659.4,Yes,34.65,1974.8,Yes,No,0,0,Yes,No,Yes,4,Yes,Yes,No,No,No,12,Yes,No,Yes,No,Yes
9660-SKUWKE-D6O,4,3,Female,68,12,Sales,No,7,Yes,12000,22.7,0.656484,2.067516,Yes,Married,2,0,0,0,0,1,2,Lease,Domestic,5200,26,No,Yes,Othe,27,7,1497.2,No,52,55.05,948.15,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,No,Yes,15,No,No,No,No,Yes
9202-ICFPVU-5YX,5,5,Female,40,19,Labor,No,12,No,107000,4.1,2.373367,2.013633,No,Married,2,4,1,0,0,0,2,Own,Domestic,56500,26,No,Yes,Visa,22,11,5017.6,No,59,34.05,637.95,Yes,48.95,2727,Yes,Yes,53.9,3062.15,Yes,Yes,Yes,4,No,No,Yes,Yes,Yes,25,Yes,Yes,Yes,No,No
4967-ODLSCM-0BB,1,2,Female,77,10,Labor,Yes,40,Yes,10000,4.6,0.2438,0.2162,No,Unmarried,1,10,2,3,0,0,1,Lease,Domestic,5000,21,Yes,No,Mast,27,12,2193.7,No,44,28.05,403.5,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,24,No,No,No,No,Yes
1834-XSMYEN-4YY,2,3,Male,74,13,Crafts,No,39,Yes,19000,4.9,0.241129,0.689871,No,Unmarried,1,0,0,0,0,1,4,Lease,Foreign,6200,17,Yes,Yes,Visa,39,12,1971.7,Yes,72,154.95,3677.4,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,16,No,No,No,No,Yes
7427-GBEXPI-I8A,2,3,Male,54,10,Sales,No,8,No,33000,11.9,1.346961,2.580039,No,Unmarried,1,0,0,0,0,1,2,Own,Domestic,15400,24,No,No,Visa,11,9,1122.4,No,29,26.55,277.75,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,No,Yes,No,25,No,No,No,No,Yes
4399-MPLFCL-9BF,3,1,Female,36,18,Service,No,5,No,41000,11,0.82984,3.68016,No,Married,2,2,0,0,0,0,2,Own,Foreign,24600,21,No,No,Visa,18,12,4102.3,Yes,53,29.85,540.2,Yes,31.95,1641.55,No,No,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No
3578-HUYDRN-L6T,4,2,Female,64,9,Service,No,37,No,236000,0.5,0.59826,0.58174,No,Unmarried,1,10,2,1,0,1,2,Own,Foreign,84000,21,No,Yes,Disc,24,10,3601,No,61,33.75,650,No,0,0,Yes,Yes,46.35,2674.5,No,No,Yes,No,Yes,Yes,Yes,Yes,No,21,No,No,No,Yes,Yes
0249-WNVELU-RFS,2,4,Male,23,16,Crafts,Yes,1,No,44000,6.4,1.652992,1.163008,No,Married,4,9,1,2,0,1,3,Own,Foreign,16500,34,No,Yes,Mast,5,14,5167.7,No,42,22.35,288.4,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,25,No,Yes,No,No,Yes
0805-UWFJJK-IBP,5,1,Female,21,12,Sales,Yes,0,No,17000,5.9,0.342023,0.660977,No,Unmarried,1,3,0,0,0,0,0,-1,-1,-1000,23,No,No,Visa,1,11,2073.6,Yes,3,6.3,6.55,No,0,0,Yes,No,0,0,No,No,Yes,4,Yes,Yes,Yes,Yes,Yes,11,Yes,Yes,Yes,Yes,No
9646-FRBESD-5CK,2,2,Male,53,17,Sales,No,3,No,94000,16.4,3.345272,12.070728,Yes,Unmarried,1,1,1,0,0,0,3,Own,Foreign,53700,24,No,No,AMEX,6,10,2615.4,Yes,16,10.8,41.35,Yes,32.05,527.55,Yes,No,0,0,No,No,No,Yes,Yes,No,No,Yes,No,15,Yes,No,No,No,No
8922-AOMTSH-MV7,3,1,Female,68,15,Professional,No,15,No,57000,5.6,0.632016,2.559984,No,Married,2,1,1,0,0,1,3,Own,Domestic,32600,17,No,Yes,Mast,19,7,1354.5,No,34,22.5,262.75,No,0,0,Yes,Yes,35.65,1147,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,15,No,No,No,Yes,No
2192-UDBMYJ-906,5,2,Male,57,14,Service,No,17,No,70000,20.4,2.41332,11.86668,No,Unmarried,1,0,0,0,0,0,1,Own,Domestic,30400,26,No,No,Disc,27,10,7581.7,No,53,30.9,587.25,No,0,0,Yes,No,0,0,No,No,No,No,No,No,Yes,No,No,23,No,No,No,No,Yes
2556-MKLXCQ-BX9,4,4,Female,28,19,Sales,Yes,0,No,19000,12.5,0.79325,1.58175,No,Married,2,6,2,0,4,0,4,Own,Domestic,7300,33,No,No,Disc,6,5,775.1,Yes,18,19.95,96.9,Yes,48.95,822.55,Yes,Yes,41.2,711.4,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,22,Yes,No,Yes,Yes,No
1777-HBKRZD-JQO,3,5,Female,55,16,Sales,No,5,No,68000,3,0.27336,1.76664,No,Married,2,0,0,0,0,1,3,Own,Domestic,33200,29,No,Yes,AMEX,24,16,11247.6,Yes,41,30,410.85,Yes,21.3,860.9,Yes,No,0,0,No,No,No,Yes,No,No,No,No,Yes,27,Yes,No,Yes,No,No
9952-CNPOYJ-0KL,2,4,Male,59,15,Service,No,15,No,184000,6.6,6.61848,5.52552,No,Married,2,0,0,0,0,1,1,Own,Foreign,82300,25,Yes,Yes,Visa,40,14,5390.3,No,72,147.15,3464.2,Yes,38.15,2705.95,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,No,21,Yes,No,Yes,No,Yes
8325-ZRCRQV-455,1,1,Female,47,17,Professional,No,6,No,54000,1.6,0.101088,0.762912,No,Married,2,2,2,0,0,0,2,Own,Domestic,22400,32,Yes,Yes,Mast,26,13,3186.1,No,53,51.75,905.35,Yes,37.95,2001.2,Yes,Yes,30.2,1559.25,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,17,Yes,Yes,Yes,Yes,Yes
1251-RESMMB-YF9,2,2,Female,54,18,Professional,No,9,No,80000,5.8,2.86752,1.77248,No,Married,2,6,0,2,0,1,2,Own,Domestic,54600,26,No,Yes,AMEX,31,14,19781.2,Yes,60,49.2,986.2,Yes,54.9,3293.35,Yes,Yes,49.8,2863,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,27,Yes,No,Yes,Yes,Yes
8722-QXBTTE-ZZN,4,4,Male,43,11,Sales,No,4,No,60000,7.4,2.36208,2.07792,No,Married,2,6,3,0,0,0,3,Own,Foreign,36400,25,No,No,AMEX,11,13,6187.5,No,30,20.55,219.95,No,0,0,Yes,No,0,0,No,No,No,No,No,No,Yes,No,No,16,Yes,Yes,No,No,Yes
7626-FZMBJH-OQD,5,1,Male,63,11,Crafts,No,25,Yes,9000,16.1,0.321678,1.127322,No,Married,2,6,0,1,0,1,3,Lease,Foreign,4500,30,No,Yes,AMEX,37,11,3771.8,No,67,63.6,1457,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,No,Yes,No,No,0,Yes,No,Yes,No,No
7947-EPKTEL-1MC,4,1,Male,40,10,Agriculture,No,19,No,43000,15.1,2.92185,3.57115,No,Married,6,2,0,0,0,1,3,Own,Foreign,29400,20,No,No,Disc,22,12,2788.6,Yes,70,126.6,2984.55,Yes,45.4,3049.85,Yes,No,0,0,Yes,No,No,Yes,Yes,No,No,Yes,No,22,Yes,Yes,No,No,Yes
1929-FGHSMO-Q5X,4,4,Male,22,14,Service,No,0,No,18000,21.7,2.5389,1.3671,Yes,Married,4,11,0,1,0,1,2,Lease,Domestic,7300,26,No,No,Mast,4,9,2452.4,No,47,33.45,590.15,Yes,37.4,1739.9,Yes,Yes,40.2,1853.15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,No
0834-RBTMKF-CU4,2,1,Female,33,11,Crafts,No,5,No,38000,17.5,2.05485,4.59515,Yes,Married,4,0,0,0,0,1,1,Own,Foreign,18600,21,Yes,No,AMEX,15,7,2866,Yes,30,25.95,228.75,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,Yes,No,No
9699-YXPXDK-8T6,3,5,Female,58,10,Sales,No,6,No,27000,7.8,1.071954,1.034046,No,Married,3,1,1,0,0,1,2,Own,Domestic,15500,39,No,Yes,Disc,37,4,1203.1,No,71,66.6,1577.95,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,18,Yes,No,No,No,Yes
8583-RQVIST-7VX,4,2,Female,51,14,Sales,No,11,No,35000,12.9,3.41334,1.10166,Yes,Unmarried,1,0,0,0,0,0,2,Own,Foreign,16600,22,No,Yes,Mast,12,12,5531.5,No,42,43.2,629.85,No,0,0,No,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,26,No,Yes,No,No,Yes
3392-NJULOB-XK7,3,1,Female,61,16,Professional,Yes,15,No,96000,9.7,5.02848,4.28352,No,Married,4,2,0,1,1,1,3,Own,Foreign,66400,20,Yes,Yes,Disc,24,12,7259.7,No,51,57.9,1008.45,No,0,0,Yes,Yes,39.95,2049.85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,13,Yes,No,No,Yes,Yes
3452-DOHASX-2US,1,1,Male,33,11,Service,No,11,No,53000,1,0.05141,0.47859,No,Unmarried,1,9,0,1,0,1,4,Own,Domestic,25200,12,Yes,Yes,Mast,11,1,226.2,No,24,14.7,100.45,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,16,No,Yes,Yes,No,Yes
4956-VDMHXW-GKS,5,4,Male,57,14,Sales,No,6,No,29000,8.5,0.61132,1.85368,No,Unmarried,1,2,0,0,0,1,2,Lease,Foreign,19100,32,No,No,Disc,21,19,4403.6,No,32,42.3,388.45,No,0,0,Yes,No,0,0,No,No,No,Yes,No,Yes,Yes,No,No,24,Yes,No,No,No,Yes
2237-TUKLNM-ZO0,1,3,Female,76,12,Crafts,No,30,Yes,20000,2.5,0.193,0.307,No,Unmarried,1,0,0,0,0,0,2,Lease,Foreign,9900,27,No,Yes,Visa,40,8,2741.4,Yes,72,170.55,3957.2,Yes,43.35,3062.5,Yes,No,0,0,Yes,No,No,No,No,No,No,Yes,Yes,22,No,No,No,No,Yes
3089-YPDOZJ-LRJ,4,3,Female,37,8,Professional,No,11,No,52000,12.6,3.30876,3.24324,No,Married,5,1,1,0,0,1,5,Own,Foreign,29200,25,Yes,No,Mast,12,11,1930.3,No,25,15,133.9,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,No
3828-LGMSNZ-EVZ,3,1,Male,65,16,Professional,No,22,No,296000,17.1,18.069912,32.546088,Yes,Unmarried,1,0,0,0,0,1,1,Own,Foreign,94200,9,Yes,Yes,Disc,9,11,7771.7,No,25,13.95,83.45,No,0,0,Yes,Yes,60.35,1446.85,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,25,Yes,Yes,Yes,Yes,No
4035-PPXNFZ-T23,3,4,Male,45,16,Service,No,12,No,41000,8.3,0.401554,3.001446,No,Unmarried,1,0,0,0,0,0,3,Own,Foreign,19000,22,Yes,No,Visa,18,8,3683.9,Yes,63,91.5,1929.6,Yes,21.9,1304.4,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No
8366-QJOKTN-CCN,3,2,Female,56,17,Sales,No,6,No,20000,8.5,0.7276,0.9724,No,Unmarried,1,1,0,0,1,1,2,Lease,Domestic,6200,37,No,No,Visa,27,18,4170.5,No,55,50.7,901.5,No,0,0,Yes,No,0,0,Yes,No,No,4,No,Yes,No,Yes,Yes,19,Yes,No,No,No,No
7566-GMUKDS-XU5,5,2,Male,46,14,Sales,No,2,No,33000,5.8,0.983796,0.930204,No,Unmarried,1,0,0,0,0,1,6,Own,Domestic,19200,19,No,Yes,Visa,16,13,3583.9,No,43,49.2,700.8,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,No,No,No,27,No,No,No,No,No
5516-LPBDAU-154,1,2,Male,75,19,Sales,No,11,Yes,12000,6.5,0.17784,0.60216,No,Unmarried,1,0,0,0,0,1,2,Lease,Foreign,4500,12,No,Yes,Disc,22,15,2763.9,No,32,31.95,324.85,Yes,38.25,1266.7,No,Yes,20.35,632.35,No,No,No,2,No,Yes,No,No,Yes,21,Yes,Yes,Yes,Yes,Yes
1440-RJDTZI-UQW,2,1,Female,68,14,Labor,No,16,Yes,23000,1.8,0.12627,0.28773,No,Unmarried,1,2,0,2,0,1,3,Lease,Domestic,8700,20,Yes,No,Disc,38,6,1413.6,No,71,97.2,2339.2,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,21,Yes,Yes,No,No,Yes
5023-ODJCVE-0NJ,2,3,Male,65,11,Sales,No,4,No,21000,5.5,0.463155,0.691845,No,Married,3,5,0,0,0,0,2,Lease,Foreign,8300,30,Yes,No,Mast,16,10,1395.1,Yes,37,26.7,353.5,Yes,24.15,911.3,Yes,No,0,0,No,No,No,Yes,No,No,No,No,Yes,21,Yes,Yes,No,No,No
0121-DXYYZN-UXZ,3,4,Male,27,17,Sales,No,0,No,16000,2.3,0.11408,0.25392,No,Married,4,0,0,0,0,1,2,Own,Domestic,7400,27,No,No,Mast,9,16,2944.9,Yes,21,10.95,65.95,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No
5634-ISKLHN-QQY,5,3,Male,68,19,Professional,No,11,No,108000,5.6,1.227744,4.820256,No,Unmarried,1,4,0,0,0,1,2,Own,Domestic,39600,29,Yes,Yes,Mast,11,12,2952.7,Yes,32,25.8,273.05,Yes,68.6,2159.95,Yes,Yes,86.3,2647.25,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No
9371-AWVRRA-R9V,3,4,Female,65,16,Sales,No,19,No,167000,4.7,3.516352,4.332648,No,Unmarried,1,1,1,0,0,0,1,Own,Domestic,59200,26,No,No,Disc,5,15,6769.2,Yes,7,16.95,49.55,Yes,30,173.35,Yes,No,0,0,No,Yes,No,2,No,Yes,Yes,No,Yes,21,Yes,Yes,Yes,No,No
6695-ZNEGRG-VXI,3,4,Female,56,13,Sales,No,1,No,20000,6.3,0.189,1.071,No,Married,2,4,0,0,0,0,1,Own,Domestic,9600,22,No,No,Mast,11,6,1751.3,No,27,13.2,99.1,Yes,25.6,669.85,No,No,0,0,No,No,No,2,No,No,Yes,No,Yes,17,Yes,No,No,No,No
9428-PNSZFS-80P,1,1,Female,37,12,Sales,No,1,No,26000,7,0.9828,0.8372,No,Unmarried,2,1,0,1,0,1,2,Own,Domestic,14900,19,Yes,No,Disc,2,5,900.6,No,3,7.2,8.45,No,0,0,Yes,No,0,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,No
4288-VFIKHM-0EB,1,4,Male,53,15,Labor,No,12,No,49000,10.8,0.576828,4.715172,No,Unmarried,1,7,0,0,0,1,3,Own,Domestic,18200,28,Yes,Yes,AMEX,19,14,3981.9,No,46,32.1,527.2,Yes,43.4,1958.3,No,Yes,32.6,1479.3,No,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes
6119-EFZLRD-HDT,5,4,Male,72,11,Service,No,20,Yes,17000,16.2,1.704726,1.049274,No,Unmarried,1,4,0,0,0,1,2,Own,Domestic,10000,38,Yes,No,Mast,39,13,2409.5,No,71,102,2357.4,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,13,No,No,No,No,Yes
3992-YOCQDJ-8IG,5,2,Male,58,13,Labor,No,24,Yes,19000,4.7,0.254505,0.638495,No,Unmarried,1,8,0,0,0,0,2,Own,Domestic,7000,23,No,Yes,AMEX,29,9,2472,No,56,45.45,839.95,No,0,0,Yes,No,0,0,Yes,No,No,2,No,No,No,No,No,23,Yes,No,Yes,No,No
9672-IOQEXF-W7O,3,4,Male,39,8,Agriculture,No,15,No,46000,5.7,0.883614,1.738386,No,Unmarried,1,12,1,1,0,1,3,Own,Foreign,29500,25,No,Yes,Othe,21,7,1483.1,Yes,58,69.3,1366.85,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,No
4515-SJCSTC-N2E,2,2,Female,39,14,Sales,No,2,No,83000,7.2,2.701152,3.274848,Yes,Unmarried,1,0,0,0,0,0,1,Own,Foreign,41100,25,No,No,Visa,10,3,434.9,No,19,19.35,125.35,Yes,40.65,750.5,Yes,No,0,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No
7920-JTYUYJ-YYP,2,1,Female,73,12,Professional,No,20,Yes,26000,13.1,1.03883,2.36717,No,Married,2,5,0,0,0,1,1,Own,Domestic,14000,22,No,No,Disc,38,9,2177.2,No,71,48.6,1164,Yes,35.7,2384.8,Yes,No,0,0,Yes,No,No,3,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes
5750-CLGDQH-59F,4,1,Male,51,21,Professional,No,4,No,46000,36.7,11.935574,4.946426,Yes,Unmarried,1,2,2,0,0,1,2,Own,Foreign,14300,23,No,Yes,Mast,17,11,4339.3,No,20,27,158.6,No,0,0,Yes,No,0,0,Yes,Yes,No,4,Yes,Yes,Yes,Yes,Yes,19,Yes,No,Yes,Yes,No
2268-SLMOUA-4NQ,3,3,Female,37,10,Service,No,13,No,41000,14,2.296,3.444,No,Unmarried,1,5,0,0,0,1,3,Own,Domestic,21500,30,Yes,No,Visa,19,13,5885.8,Yes,64,48.9,1084.75,No,0,0,Yes,No,0,0,No,No,No,3,No,No,No,No,No,23,Yes,Yes,No,No,Yes
0224-HMKMEG-EJF,1,2,Female,18,13,Agriculture,No,0,No,13000,16.5,0.21021,1.93479,No,Unmarried,1,1,0,1,0,0,0,-1,-1,-1000,12,Yes,Yes,Visa,0,5,681.6,Yes,5,18.9,32.55,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,No,Yes,No,23,No,No,No,No,No
3368-OZTRCS-7YE,2,3,Female,36,16,Professional,Yes,5,No,81000,10.5,1.08864,7.41636,No,Married,2,0,0,0,0,1,3,Own,Domestic,57900,23,Yes,Yes,AMEX,18,14,4409.9,No,49,25.5,422.15,No,0,0,Yes,No,0,0,No,No,No,No,Yes,No,No,Yes,No,13,Yes,No,No,No,Yes
7072-FQJEQO-MMD,5,4,Female,65,17,Labor,No,29,Yes,31000,5.5,1.369115,0.335885,No,Married,3,0,0,0,0,1,3,Own,Foreign,16900,19,Yes,Yes,AMEX,34,7,1245.6,No,63,51.6,1072.65,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,Yes,No,15,No,No,Yes,No,Yes
5549-BMXRWY-0CZ,3,1,Female,75,10,Professional,No,30,No,107000,2,1.06786,1.07214,No,Unmarried,1,2,2,0,0,0,1,Own,Domestic,51700,31,No,Yes,Visa,36,8,1830.8,No,68,115.35,2471.05,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,No,Yes,No,19,No,No,No,No,Yes
7223-WQOPSV-H4H,4,4,Male,33,14,Professional,No,3,No,32000,22.7,1.19856,6.06544,Yes,Married,4,1,1,0,0,1,3,Own,Foreign,13700,25,No,No,Disc,15,6,1241.6,Yes,44,41.7,578.55,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,25,No,Yes,Yes,No,Yes
8898-ORQVDW-F5B,3,2,Male,57,11,Labor,No,31,Yes,25000,11,0.66,2.09,No,Unmarried,2,1,0,0,0,0,2,Lease,Domestic,11200,18,No,Yes,Othe,8,13,4515.2,No,21,12.6,68.35,No,0,0,No,No,0,0,No,No,No,No,Yes,No,Yes,Yes,No,19,No,No,No,No,No
9165-BGQZIE-JB5,4,2,Female,54,19,Labor,No,14,No,125000,5.7,2.451,4.674,No,Unmarried,1,0,0,0,0,1,4,Own,Foreign,64600,20,No,Yes,Disc,11,15,4302.1,Yes,40,20.1,271.95,Yes,37.2,1410.6,Yes,Yes,35.5,1289.55,Yes,Yes,Yes,2,Yes,No,Yes,Yes,Yes,20,Yes,Yes,No,Yes,No
3211-CRAXTL-L7G,4,4,Female,43,17,Professional,No,5,No,44000,9.6,1.66848,2.55552,No,Unmarried,3,0,0,0,0,1,0,-1,-1,-1000,36,No,Yes,Visa,11,12,2267.4,No,31,21.75,225.15,Yes,30.35,937.4,No,No,0,0,No,No,No,Yes,No,No,No,No,Yes,14,Yes,Yes,Yes,No,No
4467-HQTBGE-T9R,5,5,Male,31,18,Service,No,3,No,137000,5.3,1.575637,5.685363,No,Married,2,0,0,0,0,1,2,Own,Foreign,68600,32,Yes,Yes,Disc,7,8,1984.2,Yes,22,11.55,86.35,Yes,32.05,639.55,No,Yes,26.8,518.95,Yes,No,Yes,4,No,No,No,No,Yes,19,Yes,Yes,No,Yes,No
3741-RLHCJC-6U3,3,4,Male,33,15,Service,Yes,6,No,49000,7.7,1.20736,2.56564,No,Married,4,1,1,0,0,1,1,Own,Foreign,25700,28,No,Yes,Disc,15,13,6703,Yes,69,108.6,2488.25,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,Yes,13,No,Yes,No,No,Yes
3616-HWFWRS-J0L,2,1,Male,20,15,Crafts,Yes,0,No,28000,10.5,0.21756,2.72244,No,Unmarried,3,1,1,0,0,1,2,Own,Domestic,8500,22,Yes,No,Mast,2,8,1483.8,No,28,11.55,98.3,Yes,40.3,1055.1,No,Yes,27.1,713.3,No,Yes,Yes,4,Yes,No,Yes,Yes,Yes,16,Yes,Yes,Yes,Yes,No
6487-QVKCTD-070,1,1,Female,65,16,Sales,No,6,No,60000,9.9,2.14434,3.79566,No,Married,2,2,0,2,0,1,1,Own,Foreign,41900,23,Yes,No,Visa,31,11,6583.7,Yes,62,41.85,915.15,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,19,Yes,No,Yes,No,Yes
2845-KNIRYP-1AZ,3,3,Female,62,17,Professional,No,18,No,186000,20.6,14.253552,24.062448,No,Unmarried,2,6,1,0,0,1,2,Own,Domestic,87300,29,No,No,Mast,32,7,2121.5,Yes,70,62.85,1484.5,Yes,58.3,4004.15,Yes,Yes,67.7,4530.1,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,19,Yes,Yes,No,No,Yes
5259-ZYZWME-F11,4,1,Female,39,9,Sales,No,5,No,49000,6.4,2.16384,0.97216,No,Married,4,1,1,0,0,1,2,Own,Domestic,25100,19,No,No,Visa,12,11,3289.3,Yes,25,22.35,165.3,No,0,0,No,No,0,0,Yes,No,No,No,No,No,No,No,Yes,25,No,No,No,No,No
0692-OLRDWC-XGB,5,4,Female,36,17,Crafts,No,5,No,34000,20.2,3.46834,3.39966,No,Unmarried,1,0,0,0,0,1,4,Own,Foreign,18200,29,Yes,Yes,Mast,18,13,5885.6,Yes,54,48.75,882.4,Yes,37.6,2070.25,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,No,22,Yes,No,Yes,No,Yes
6035-BJITZI-CTD,5,5,Female,25,13,Sales,No,0,No,32000,6.9,0.461472,1.746528,No,Married,4,0,0,0,0,1,2,Own,Foreign,17300,32,Yes,Yes,Visa,2,14,3430.2,Yes,5,10.65,24.4,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,Yes,No,21,No,No,Yes,No,No
7858-HZMYYL-SX0,5,5,Male,43,8,Sales,No,4,No,28000,12.2,0.46116,2.95484,No,Unmarried,1,1,1,0,0,0,4,Own,Foreign,13700,35,No,No,Mast,7,11,4812.4,No,20,18.15,107.8,No,0,0,No,No,0,0,No,No,No,No,Yes,No,No,Yes,No,21,No,No,No,No,No
5848-OBDEYF-QFM,5,3,Female,26,15,Service,No,2,No,24000,13.5,0.91692,2.32308,Yes,Married,3,6,0,1,0,1,2,Own,Domestic,16100,17,Yes,No,Disc,8,11,1277.6,Yes,37,30.75,333.25,Yes,24.4,927.7,No,No,0,0,No,No,No,3,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No
2957-ETHHYR-BGZ,5,3,Male,20,15,Crafts,No,0,No,27000,11.2,0.365904,2.658096,No,Married,4,4,0,3,0,1,3,Own,Domestic,16500,19,Yes,Yes,Mast,2,14,4408.7,Yes,24,18.45,168.4,Yes,30.8,675.75,Yes,No,0,0,Yes,No,No,4,No,No,Yes,Yes,No,23,Yes,Yes,No,No,No
5006-BNNHTO-OTT,2,1,Male,49,12,Sales,Yes,2,No,38000,7.6,1.435336,1.452664,Yes,Unmarried,1,4,1,0,0,1,1,Own,Foreign,17300,15,No,No,Disc,29,14,4788.3,Yes,53,38.1,647.25,No,0,0,Yes,No,0,0,Yes,No,No,2,No,No,No,No,No,19,Yes,No,No,No,No
5965-LSSWOB-EBG,5,4,Female,22,15,Sales,No,0,No,17000,3.1,0.346766,0.180234,No,Unmarried,2,1,1,0,0,0,3,Lease,Domestic,11600,24,No,No,Visa,4,14,4081,Yes,31,52.2,538.85,Yes,21.15,657.85,No,No,0,0,Yes,No,No,3,No,No,No,No,Yes,25,Yes,Yes,Yes,No,No
7497-UQMUDN-ISJ,3,1,Male,48,14,Labor,No,11,No,90000,7.2,3.61584,2.86416,No,Married,2,1,1,0,0,1,2,Own,Foreign,58100,15,Yes,No,Mast,30,8,1753.9,Yes,72,86.7,1943.25,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,26,No,No,No,No,Yes
9463-GTNGEI-EIZ,3,1,Male,74,11,Sales,No,14,No,26000,12.4,0.212784,3.011216,No,Married,2,2,1,0,0,1,4,Own,Domestic,19200,27,Yes,Yes,Mast,37,12,2992.3,Yes,72,45.9,1096.6,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,22,No,No,No,No,Yes
