"YYYYMM","ExRet","d.p","d.y","e.p","d.e","svar","b.m","ntis","tbl","lty","ltr","tms","dfy","dfr","infl","lzrt","ogap","wtexas","ndrbl","skvw","tail","dtoy","dtoat","ygap","rdsp","tchi","avgcor","sntm","fbm"
197711,3.1668667,-3.023135876,-2.996527478,-2.169765754,-0.853370122,0.001387547,0.96203447,0.02921673,0.061,0.0777,0.0093,0.0167,0.0087,-0.0032,0.00487013,-1.569406433,0.046379409,0,0.041827141,0.00117481,0.456510067,0.825859752,0.788913188,-2.242830325,0.027839643,-2.682554213,0.28547287,-0.487654043,-0.036490932
197712,0.0511667,-3.013769898,-3.010926743,-2.167084033,-0.846685865,0.000626627,0.960333025,0.030475399,0.0607,0.0803,-0.0168,0.0196,0.008,0.0063,0.003231018,-1.456428226,0.045084132,0,0.05781761,0.016978465,0.470645785,0.831377844,0.790310925,-2.241170576,0.018023497,-2.435960351,0.296701878,-0.477539918,-0.040469602
197801,-6.6009667,-2.941046756,-3.004534305,-2.102678631,-0.838368125,0.00090805,1.036731089,0.028814248,0.0644,0.0816,-0.008,0.0172,0.0076,-9e-04,0.006441224,-1.475499137,0.028009752,0,0.028001797,0.014358706,0.455542415,0.795371901,0.732071884,-2.179269234,0.025824788,-2.682554213,0.311794937,-0.512556645,-0.070892344
197802,-2.1635,-2.90681994,-2.931893577,-2.076687983,-0.830131956,0.000669895,1.075567294,0.031168988,0.0645,0.0822,4e-04,0.0177,0.0073,0.0047,0.0064,-1.440318669,0.030782122,0,0.041074532,-0.022565542,0.460140079,0.766652893,0.70563849,-2.153926764,0.024389074,-2.682554213,0.252997726,-0.49372074,-0.080918875
197803,2.1683333,-2.922377223,-2.897751865,-2.100397171,-0.821980052,0.000622857,1.111492553,0.027569598,0.0629,0.0831,-0.0021,0.0202,0.0075,0.0063,0.007949126,-1.423713187,0.047441579,0,0.074677719,0.011896201,0.442081362,0.799105259,0.720129314,-2.177728514,0.022030025,-2.435960351,0.243980035,-0.54707451,-0.098323989
197804,8.3722333,-2.996730396,-2.914766674,-2.172945649,-0.823784747,0.001741181,1.005350404,0.022945989,0.0629,0.0838,-5e-04,0.0209,0.0076,-0.0018,0.007886435,-1.581604396,0.064703032,0,0.057036438,0.035652962,0.420234352,0.887518019,0.7961586,-2.251294616,0.022690606,-0.820986006,0.288067907,-0.789581132,-0.096268789
197805,0.8377333,-2.993404668,-2.989179382,-2.167834524,-0.825570144,0.001085055,1.001415639,0.016559459,0.0641,0.0852,-0.0058,0.0211,0.008,-0.005,0.009389671,-1.624519581,0.066950896,0,0.07188853,0.065795943,0.409718782,0.904173389,0.799286869,-2.248031066,0.028100413,0.784475171,0.273333132,-0.779746383,-0.116354479
197806,-2.2186333,-2.968166392,-2.985908208,-2.140851566,-0.827314827,0.001027414,1.027901581,0.016523465,0.0673,0.0865,-0.0062,0.0192,0.0084,0.0085,0.010852713,-1.616685068,0.070381302,0,0.063021687,0.045462091,0.427988619,0.886866215,0.778691642,-2.222062821,0.02225625,0.551567691,0.291889429,-0.845283431,0.042458884
197807,5.1132333,-3.013232547,-2.960725711,-2.183319909,-0.829912638,0.00084993,0.976260336,0.014671414,0.0701,0.0858,0.0143,0.0157,0.0072,-0.0042,0.007668712,-1.591192447,0.066840522,0,0.056854673,0.090730704,0.413977951,0.970270848,0.819882096,-2.266189387,0.023432329,1.055159983,0.243715703,-0.810430743,0.048102613
197808,2.7741,-3.031442224,-3.005848828,-2.198965854,-0.832476369,0.001002238,0.960060218,0.012002708,0.0708,0.0843,0.0218,0.0135,0.0079,0.0039,0.00456621,-1.702043722,0.068539651,0,0.066852297,0.112191014,0.415596038,0.974114563,0.833716839,-2.279716004,0.036587603,1.055159983,0.236594751,-0.857441753,0.047916999
197809,-1.1704667,-3.016823033,-3.024110632,-2.181837425,-0.834985608,0.000947977,0.972257513,0.012703906,0.0785,0.086,-0.0106,0.0075,0.0073,0.0058,0.007575758,-1.67640763,0.06872975,0,0.080431127,0.042129636,0.431720525,0.953819376,0.823257583,-2.262679813,0.019015922,1.055159983,0.228139192,-0.940046197,0.04068953
197810,-9.6228333,-2.917465948,-3.013507817,-2.064138936,-0.853327011,0.002100023,1.062275222,0.014350552,0.0799,0.0889,-0.02,0.009,0.007,-5e-04,0.009022556,-1.790284198,0.073644118,0,0.101893647,-0.042570639,0.410572976,0.872992267,0.753494342,-2.147008414,0.053047235,0.263408964,0.288985789,-0.891220998,0.06243359
197811,1.9571,-2.930666568,-2.914163665,-2.059436024,-0.871230544,0.003180889,1.053527402,0.014089272,0.0864,0.0877,0.0189,0.0013,0.008,-0.0055,0.004470939,-1.717703085,0.078667193,0,0.087375732,0.11490652,0.401574314,0.880241038,0.75975088,-2.14386908,0.029846335,-0.834193377,0.375477761,-0.776362961,0.057143222
197812,0.9060333,-2.942152551,-2.927373183,-2.053458052,-0.8886945,0.00166563,1.045701296,0.014850552,0.0908,0.0898,-0.013,-0.001,0.0078,-3e-04,0.004451039,-1.619367293,0.081201796,0.01952862,0.046894692,0.020869918,0.435231775,0.886828828,0.765436912,-2.139727487,0.022467108,-0.321215978,0.399818331,-0.865219681,0.072921141
197901,3.4905333,-2.972619085,-2.933642513,-2.06655189,-0.906067195,0.001001113,1.003074283,0.014387532,0.0935,0.0886,0.0191,-0.0049,0.0088,-7e-04,0.008862629,-1.62382522,0.072943388,0.054821664,0.059848888,-0.000379063,0.412829816,0.924515831,0.797965199,-2.153646597,0.032568772,0.500865451,0.365241051,-0.975488463,0.051366865
197902,-3.6415667,-2.926969591,-2.964178919,-2.004105171,-0.922864419,0.000814081,1.040775451,0.01222771,0.0932,0.0908,-0.0135,-0.0024,0.0082,7e-04,0.011713031,-1.544571015,0.075354198,-0.007514089,0.088007906,-0.055991791,0.427944571,0.891026065,0.769059618,-2.091199878,0.015993562,-0.032274077,0.30028373,-0.855244219,0.04349996
197903,4.9461,-2.97228648,-2.918601987,-2.03318107,-0.93910541,0.000800733,1.033078939,0.011670308,0.0948,0.0902,0.0129,-0.0046,0.0089,-0.0023,0.010130246,-1.539884401,0.075811893,0.045425868,0.092018756,0.048233304,0.426294476,0.949809417,0.81979652,-2.120459078,0.02817505,1.055159983,0.255361408,-0.695291597,0.031973877
197904,-0.3700333,-2.96502351,-2.963351515,-2.01795159,-0.94707192,0.000646835,1.041876243,0.011570314,0.0946,0.0922,-0.0112,-0.0024,0.0095,0.006,0.011461318,-1.54473349,0.06178825,0.130959565,0.064090783,0.029768365,0.430192143,0.941789499,0.812874394,-2.1057793,0.02217113,1.055159983,0.254999071,-0.570490071,0.03740126
197905,-2.4826333,-2.929480067,-2.956169562,-1.974648809,-0.954831258,0.000924227,1.083141804,0.014183159,0.0961,0.0903,0.0261,-0.0058,0.0097,-0.0033,0.012747875,-1.561028826,0.067693466,0.121664888,0.030211404,0.01452096,0.453128815,0.905909181,0.781905486,-2.063117457,0.018564009,0.786674007,0.243949309,-0.593329046,0.047603683
197906,3.2774,-2.958629167,-2.920701952,-1.996227083,-0.962402084,0.000571481,1.057863607,0.012068377,0.0906,0.0877,0.0311,-0.0029,0.0109,-0.0042,0.011188811,-1.567713117,0.065278891,0.219790676,0.056445554,0.04266046,0.437406749,0.927556349,0.800589522,-2.08157875,0.0275679,1.055159983,0.222478375,-0.729685056,0.062858612
197907,0.4351,-2.956780209,-2.948072723,-1.989552762,-0.967227447,0.000707685,1.052314454,0.009678248,0.0924,0.0895,-0.0085,-0.0029,0.0109,0.0054,0.011065007,-1.552219937,0.061122816,0.079173167,0.022482351,0.076084219,0.443350643,0.932447617,0.804811258,-2.075271637,0.020313652,1.055159983,0.219302431,-0.803032911,0.05908309
197908,5.3931667,-2.99805293,-2.946335874,-2.02612797,-0.97192496,0.00050648,1.003458648,0.011569079,0.0952,0.0907,-0.0035,-0.0045,0.0112,0.0041,0.009575923,-1.590073121,0.05229632,0.085290929,0.014189083,0.092282794,0.423386991,0.977846079,0.843995436,-2.112580857,0.021270555,1.055159983,0.172545418,-0.737962412,0.067717034
197909,-0.7134,-2.987714738,-2.987714738,-2.011205146,-0.976509592,0.001233066,1.013794987,0.009403924,0.1026,0.0927,-0.0122,-0.0099,0.011,-0.0057,0.010840108,-1.639562153,0.049541271,0.054945055,0.047643619,0.048001617,0.424351931,0.9746622,0.83539032,-2.100405791,0.02035903,1.055159983,0.213893786,-0.773117925,0.07103986
197910,-7.531,-2.90820754,-2.979280353,-1.934903376,-0.973304164,0.002589299,1.091945568,0.010209545,0.117,0.1034,-0.0841,-0.0136,0.0127,-0.0049,0.008042895,-1.757450634,0.053913787,0.059974747,0.025770273,-0.007774414,0.414138675,0.90874656,0.775601407,-2.032937116,0.026172989,0.78686274,0.304806381,-0.932967097,0.066102089
197911,4.2952,-2.941586326,-2.899845485,-1.971449225,-0.970137101,0.001558381,1.083115462,0.010778694,0.1179,0.1009,0.0311,-0.017,0.0123,-0.0089,0.009308511,-1.634634651,0.049905779,0.083382966,0.024341867,0.071650445,0.438970387,0.916155123,0.781924503,-2.072651105,0.029821888,1.055159983,0.342110902,-0.847149189,0.080792935
197912,0.8306667,-2.949919972,-2.933291845,-1.982902478,-0.967017494,0.000469642,1.061950068,0.010514465,0.1204,0.1012,0.0057,-0.0192,0.0132,-0.0165,0.010540184,-1.58163386,0.048171537,0.044804838,0.028112668,0.048328709,0.429971546,0.934414724,0.797508795,-2.081751842,0.030843536,1.055159983,0.315896839,-0.672396168,0.067042046
198001,5.1308,-2.997134798,-2.941109342,-2.029330796,-0.967804002,0.001906405,1.016954958,0.011297471,0.12,0.1114,-0.0741,-0.0086,0.0133,0.0096,0.014341591,-1.759842884,0.050835712,-0.029992107,0.050627117,0.0592064,0.408671916,0.975757846,0.832794523,-2.131887385,0.03880412,1.055159983,0.219986632,-0.572962111,0.044072656
198002,-0.8105667,-2.984011681,-2.988401118,-2.015428849,-0.968582832,0.001897618,1.03192993,0.010827185,0.1286,0.1186,-0.0467,-0.01,0.0119,-0.0198,0.014138817,-1.714619768,0.048845928,0.027393545,0.034311134,0.092701897,0.415572017,0.954969906,0.820709328,-2.132411565,0.030696601,1.055159983,0.193337351,-0.392697543,0.028473636
198003,-11.0184667,-2.86799686,-2.975353618,-1.898655757,-0.969341102,0.004621894,1.093732103,0.011877445,0.152,0.1239,-0.0315,-0.0281,0.0149,0.0253,0.015209125,-1.874641753,0.042241969,0.05095037,0.034523071,0.123614728,0.413957387,0.869346344,0.747123704,-2.01865855,0.04038537,-0.005077012,0.27087,-0.373811534,0.06065037
198004,3.1394,-2.900298939,-2.859982509,-1.946633903,-0.953665036,0.002745549,1.05181994,0.015346847,0.132,0.1076,0.1523,-0.0244,0.0215,-0.0147,0.011235955,-1.712615535,0.020156924,-0.007786988,0.002945589,0.109190635,0.41363135,0.903987431,0.776894552,-2.055219214,0.027301244,-0.327391078,0.304126382,-0.305233103,0.073317092
198005,4.841,-2.937868826,-2.892350005,-1.999866955,-0.938001872,0.001509717,1.010048775,0.01505186,0.0858,0.1037,0.0419,0.0179,0.0218,0.0141,0.009876543,-1.667768965,-0.007476863,0,-0.047016692,0.017442528,0.418342412,0.941372367,0.809023486,-2.096812161,0.025259476,0.510684243,0.324488044,-0.340304096,0.074438591
198006,2.3830333,-2.956592365,-2.929980896,-2.034259319,-0.922333046,0.001371085,0.990183427,0.015304387,0.0707,0.1006,0.0359,0.0299,0.0213,-0.0018,0.011002445,-1.615297589,-0.022777401,0,-0.010112493,0.002613669,0.423883855,0.960258453,0.82525435,-2.127567496,0.019914655,1.055159983,0.267645985,-0.263777495,0.114742314
198007,6.1483333,-3.012335193,-2.949324229,-2.103986224,-0.908348969,0.001362831,0.918829919,0.020154038,0.0806,0.1074,-0.0476,0.0268,0.0158,0.0047,0,-1.690705507,-0.032930878,-0.013924051,0.050236786,0.049189411,0.397189558,0.999081373,0.889341067,-2.201566552,0.040171458,1.055159983,0.216664597,-0.239486035,0.130592811
198008,0.5845667,-3.010936339,-3.005117842,-2.116566071,-0.894370267,0.001708158,0.921519639,0.019949844,0.0913,0.114,-0.0432,0.0227,0.0151,-0.0013,0.007255139,-1.750186485,-0.032258804,-0.044415918,0.024474631,0.048818503,0.386283249,0.964695051,0.88674527,-2.221826582,0.033486611,1.055159983,0.242421016,-0.364943031,0.107551141
198009,1.9376667,-3.028628378,-3.003772353,-2.148229474,-0.880398903,0.002657406,0.921687651,0.023796039,0.1027,0.1185,-0.0262,0.0158,0.0168,0.0025,0.008403361,-1.847599747,-0.017969571,-0.039494895,0.048737793,0.01624462,0.400368005,0.956750156,0.886583627,-2.257173561,0.025322417,1.055159983,0.288918704,-0.364268383,0.123971102
198010,0.8125667,-3.039592272,-3.023698211,-2.160033549,-0.879558723,0.002190643,0.929593614,0.022769186,0.1162,0.1231,-0.0263,0.0069,0.0192,0.0104,0.00952381,-1.723167883,-0.007898776,0.006993007,0.043816749,0.042727668,0.413339436,0.948613235,0.879043453,-2.271127597,0.030070838,1.055159983,0.308062047,-0.362727675,0.134863045
198011,9.8468333,-3.132155077,-3.034686293,-2.253429008,-0.878726069,0.002419072,0.865161979,0.021949275,0.1373,0.123,0.01,-0.0143,0.0167,-0.0083,0.008254717,-1.814037144,0.005984669,0.008055556,0.011395512,0.054777045,0.404848695,0.993171161,0.94450889,-2.372810765,0.054871847,1.055159983,0.303964019,-0.388936571,0.134307689
198012,-4.3542333,-3.092811843,-3.12727305,-2.214911001,-0.877900842,0.002951529,0.891503024,0.026816375,0.1549,0.1199,0.0352,-0.035,0.0193,-0.0104,0.009356725,-1.805087635,0.010400789,0.032791403,0.046180399,0.059776984,0.406734705,0.96382615,0.916601692,-2.335711701,0.028223264,1.055159983,0.28390795,-0.458728857,0.133781944
198101,-5.5886667,-3.039517615,-3.086339329,-2.17350202,-0.866015595,0.001597435,0.907238696,0.028695433,0.1502,0.1211,-0.0115,-0.0291,0.0222,-0.0015,0.00811124,-1.768998247,0.001698759,0.017075774,0.010140013,0.034463409,0.394293964,0.942848043,0.900703623,-2.291907085,0.038259419,1.055159983,0.27088207,-0.671068577,0.125700027
198102,0.8942,-3.046276088,-3.033086725,-2.192133574,-0.854142514,0.001530909,0.881815757,0.030009373,0.1479,0.1283,-0.0435,-0.0196,0.0202,0.0166,0.010344828,-1.693742923,-0.004979753,-0.003147954,0.004525114,0.091080166,0.40781486,0.970030557,0.926671104,-2.316031211,0.026024378,1.055159983,0.266312867,-0.76136814,0.12653807
198103,2.7151667,-3.075284905,-3.03988629,-2.233004159,-0.842280746,0.002075944,0.924920557,0.027939298,0.1336,0.1248,0.0384,-0.0088,0.0201,-0.0073,0.006825939,-1.757783587,-0.002419996,0,0.011286975,0.094148062,0.393694043,0.988820157,0.954521251,-2.356283175,0.029610765,1.055159983,0.246731862,-0.819425285,0.121245545
198104,-3.1619333,-3.045727365,-3.069462715,-2.199488262,-0.846239102,0.000832003,0.930593836,0.027352012,0.1369,0.1332,-0.0518,-0.0037,0.0168,-0.0251,0.006779661,-1.802443115,-0.009472068,-0.019210526,0.021079041,0.043882091,0.396987945,0.97431766,0.948702101,-2.32770556,0.031026906,1.055159983,0.209808931,-0.858915689,0.116262674
198105,-0.7044333,-3.038282575,-3.039940451,-2.188137848,-0.850144728,0.000921688,0.936223847,0.028844618,0.163,0.1265,0.0622,-0.0365,0.0163,-0.0027,0.007856341,-1.743305873,-0.006171012,-0.040783472,0.013977672,0.024251927,0.409003407,0.968458571,0.942997052,-2.320042918,0.025566988,0.274518852,0.183256701,-0.860203044,0.09566697
198106,-2.053,-3.022064825,-3.032527392,-2.168082447,-0.853982377,0.000995543,0.950474982,0.027893436,0.1473,0.1304,-0.0179,-0.0169,0.0205,0.0202,0.008908686,-1.79016239,-0.003543055,-0.003076923,0.004356053,0.027886178,0.41443333,0.953937796,0.928858039,-2.294450746,0.035920555,-1.348317823,0.150211424,-0.819353606,0.045361153
198107,-1.1744333,-3.013094161,-3.015306804,-2.160110273,-0.852983888,0.001102989,0.974966924,0.025590219,0.1495,0.137,-0.0353,-0.0125,0.0179,-0.0019,0.011037528,-1.665646961,0.000757242,-0.021604938,0.015980174,0.056192033,0.419760793,0.929974122,0.905524389,-2.293591664,0.023891372,-1.908277108,0.169428349,-0.706242522,0.054974511
198108,-6.8465,-2.94226909,-3.00637996,-2.09027944,-0.85198965,0.001824938,1.053354056,0.026991741,0.1551,0.1445,-0.0386,-0.0106,0.0145,0.0041,0.007641921,-1.669021382,-0.002771373,0.003728133,-0.003930431,-0.007460732,0.442376614,0.860768517,0.838138252,-2.229519507,0.028024974,-2.447447897,0.212248772,-0.676519378,0.053460005
198109,-6.2716,-2.880266337,-2.935601203,-2.029250593,-0.851015743,0.002761174,1.092378644,0.02148337,0.147,0.1482,-0.0145,0.0012,0.0143,-0.0054,0.009750813,-1.749339075,-0.009961474,0,0.004219919,0.062606581,0.438066036,0.830018066,0.808196254,-2.17179128,0.030720704,-2.682554213,0.287632644,-0.68153891,0.047277552
198110,4.0831667,-2.922636147,-2.87465786,-2.07526617,-0.847369976,0.002078252,1.089085684,0.014897108,0.1354,0.1384,0.0829,0.003,0.0171,-0.0308,0.002145923,-1.686831614,-0.019857227,0,-0.024434626,0.121690601,0.423626214,0.832527709,0.810639916,-2.216331611,0.032356711,-2.682554213,0.312100321,-0.833955754,0.063501662
198111,3.4777,-2.952997302,-2.917060467,-2.109244141,-0.843753161,0.001504003,1.044455443,0.015672826,0.1086,0.122,0.141,0.0134,0.0217,-0.0143,0.003211991,-1.670903111,-0.033939929,0,-0.027573062,0.082048796,0.423449606,0.868102143,0.845279072,-2.234907159,0.025618929,-2.682554213,0.281396538,-0.827407476,0.085593241
198112,-3.6100667,-2.916914306,-2.94745103,-2.076752382,-0.840161924,0.000905798,1.061142857,0.011909646,0.1085,0.1334,-0.0713,0.0249,0.0232,0.0133,0.003201708,-1.560064908,-0.047051113,0,-0.042076341,0.038255148,0.458624125,0.854450466,0.831986308,-2.205321483,0.019164463,-2.682554213,0.227590591,-0.825551888,0.088656216
198201,-2.5600333,-2.894700048,-2.912399625,-2.071058176,-0.823641872,0.002521933,1.065893698,0.010700487,0.1228,0.1415,0.0046,0.0187,0.0192,-0.0175,0.003191489,-1.639321576,-0.069991138,-0.008571429,0.007685755,0.125386104,0.440501392,0.850642058,0.828278026,-2.20724853,0.027293641,-2.682554213,0.253891587,-0.760937013,0.087269236
198202,-6.1674333,-2.827746922,-2.890205659,-2.020757362,-0.806989561,0.001918231,1.126287315,0.010506098,0.1348,0.1402,0.0182,0.0054,0.0191,0.013,0.003181336,-1.569855333,-0.052305388,-0.032276657,-0.017132746,0.00424369,0.45878455,0.805029051,0.78386422,-2.155550458,0.032229782,-2.682554213,0.265794754,-0.705204325,0.067885386
198203,-1.7371667,-2.81305351,-2.823272642,-2.022839036,-0.790214474,0.001795226,1.185750574,0.005548433,0.1268,0.1387,0.0231,0.0119,0.0224,0.0075,-0.001057082,-1.582303875,-0.061591417,-0.031864205,0.013740329,0.007006034,0.458471745,0.803447097,0.782323857,-2.152638474,0.023621991,-2.682554213,0.250378221,-0.602946829,0.059614274
198204,3.0966667,-2.847833614,-2.80859916,-2.076580643,-0.771252971,0.001246821,1.149983498,0.002923686,0.127,0.1348,0.0373,0.0078,0.0232,-0.0035,0.004232804,-1.53012062,-0.073309511,-0.01968625,-0.005695758,0.023782179,0.45226565,0.838308679,0.80665589,-2.206467904,0.019866624,-2.682554213,0.220876932,-0.484074626,0.055579885
198205,-3.958,-2.803449766,-2.843399017,-2.051359057,-0.752090709,0.000854816,1.190423896,-0.000958184,0.1209,0.1358,0.0034,0.0149,0.0238,0.0211,0.009483667,-1.503549815,-0.082514688,0.004079071,-0.053238975,0.009337339,0.478172392,0.809830137,0.779252639,-2.179048418,0.02173776,-2.682554213,0.209454715,-0.366351259,0.044815615
198206,-2.6170667,-2.778536491,-2.799034748,-2.045801558,-0.732734934,0.001490293,1.201581417,0.00121303,0.1247,0.1412,-0.0223,0.0165,0.0211,-0.0245,0.012526096,-1.522958633,-0.087640171,0,-0.044383739,0.029724887,0.476832837,0.84647463,0.772016735,-2.179457942,0.022350473,-2.682554213,0.234315857,-0.322983339,0.107257673
198207,-2.9657333,-2.75332198,-2.776580989,-2.036993678,-0.716328302,0.000958583,1.206529805,-0.011551891,0.1135,0.1352,0.0501,0.0217,0.0219,0.0039,0.005154639,-1.530350773,-0.09352028,0,-0.030879823,0.049234234,0.468518347,0.847962415,0.768850433,-2.167583247,0.022121757,-2.682554213,0.210280403,-0.451743127,0.093810875
198208,12.0168667,-2.861099279,-2.751368831,-2.161394421,-0.699704858,0.006415933,1.082424471,-0.00285763,0.0868,0.1254,0.0781,0.0386,0.0261,0.0056,0.002051282,-1.706772744,-0.104801455,0,-0.054489907,0.126296714,0.447653472,1,0.857002948,-2.284142886,0.031300719,-2.137397057,0.349734128,-0.332648851,0.109252368
198209,0.3896,-2.86673698,-2.859151398,-2.18386135,-0.68287563,0.002131294,1.088535565,0.000550709,0.0792,0.1183,0.0618,0.0391,0.0269,5e-04,0.002047083,-1.67861127,-0.110128065,0.0109375,-0.019399612,0.01715626,0.446905136,0.958771489,0.85219169,-2.300221151,0.025722432,-0.284255704,0.350189924,-0.325510087,0.114733977
198210,10.7438,-2.970451374,-2.865763731,-2.311426698,-0.659024677,0.006125908,0.983745412,0.006557832,0.0771,0.1112,0.0634,0.0341,0.0261,0.0125,0.003064351,-1.932143864,-0.121821354,0.023802164,0.00357028,-0.001078695,0.419981182,0.956354028,0.942968527,-2.414975573,0.029302885,1.055159983,0.403829902,-0.17039564,0.116813489
198211,3.9029,-3.004966346,-2.969480529,-2.370318163,-0.634648183,0.00549165,0.938726811,0.000958155,0.0807,0.1125,-2e-04,0.0318,0.0262,0.0203,-0.00203666,-1.968520621,-0.127296998,-0.014492754,-0.023411094,0.100655816,0.431224942,0.975400989,0.975400989,-2.470615884,0.036043731,1.055159983,0.401886791,-0.157571053,0.113083287
198212,1.0218333,-3.019039328,-3.003994986,-2.409337045,-0.609702282,0.002490238,0.932214727,0.002990053,0.0794,0.1095,0.0312,0.0301,0.0231,-0.0204,-0.004081633,-1.785011473,-0.137119932,-0.023590686,0.046162042,0.043456182,0.445391744,0.977572276,0.977572276,-2.509544306,0.022727798,1.055159983,0.378473878,-0.254870401,0.104080034
198301,2.8743,-3.049698024,-3.017100887,-2.447750112,-0.601947912,0.003280857,0.906944315,0.00219476,0.0786,0.1113,-0.0309,0.0327,0.0215,0.0215,0.00204918,-1.901415887,-0.120947536,-0.018826483,0.046472373,0.042375576,0.429926366,0.984757633,0.984757633,-2.547233391,0.036770453,1.055159983,0.339605391,-0.293346891,0.081440022
198302,1.8974667,-3.066578911,-3.047761884,-2.472425096,-0.594153814,0.001911642,0.876849239,0.000355881,0.0811,0.106,0.0492,0.0249,0.0194,-0.0064,0.001022495,-1.816882646,-0.129309487,-0.04860889,-0.016163437,0.00655634,0.444185406,0.991807882,0.991807882,-2.574259402,0.027432744,1.055159983,0.268054515,-0.226735293,0.076490557
198303,2.8511667,-3.097206812,-3.064647959,-2.510868373,-0.586338439,0.001571821,0.780067786,0.005993542,0.0835,0.1083,-0.0094,0.0248,0.0188,0.0166,0,-1.761516018,-0.123532277,-0.005042017,0.00855684,0.063617721,0.450319707,0.986150624,0.986150624,-2.610804201,0.024997019,1.055159983,0.261784196,-0.247347562,0.085855367
198304,6.8877333,-3.16800836,-3.09576068,-2.578561225,-0.589447135,0.00142375,0.71888762,0.006626844,0.0821,0.1051,0.035,0.023,0.0178,0.0198,0.007150153,-1.803886337,-0.113483039,0.040540541,0.025782014,0.085083999,0.436028779,1,1,-2.677501173,0.024910191,1.055159983,0.221749827,-0.18883731,0.087517255
198305,-1.2512,-3.154141036,-3.166564317,-2.561611747,-0.592529289,0.001084614,0.734595577,0.010428913,0.0819,0.1112,-0.0386,0.0293,0.0163,0.0062,0.006085193,-1.877915911,-0.109413709,-0.016233766,0.007130607,0.032477573,0.415442109,0.973543514,0.973543514,-2.660370519,0.039265272,1.055159983,0.206545636,-0.120173461,0.08044921
198306,2.9645,-3.187316753,-3.152699075,-2.591715679,-0.595601074,0.001399149,0.721382042,0.015826551,0.0879,0.1119,0.0039,0.024,0.0163,-0.0085,0.003024194,-1.85599662,-0.105970136,0.034653465,0.041271931,0.063618883,0.420633942,0.978899303,0.978899303,-2.694723429,0.031285213,1.055159983,0.202586204,-0.179489824,0.067950751
198307,-3.8804667,-3.15086769,-3.184439053,-2.539518229,-0.611349462,0.002292825,0.735061123,0.025380209,0.0908,0.1198,-0.0486,0.029,0.0124,0.0031,0.004020101,-1.917819477,-0.09349462,0.019138756,0.028462137,0.002144567,0.416830301,0.960682528,0.960682528,-2.647295821,0.033784089,1.055159983,0.24704051,0.021148352,0.066944505
198308,0.8080667,-3.159253566,-3.147998248,-2.532495711,-0.626757855,0.001369045,0.724822392,0.019474631,0.0934,0.121,0.002,0.0276,0.0113,0.0031,0.003003003,-1.754407924,-0.083896751,-0.009389671,0.023478902,0.052866422,0.433198988,0.974252984,0.974252984,-2.644484213,0.033863039,1.055159983,0.243343353,0.000592754,0.075312495
198309,0.6605,-3.166499237,-3.156392334,-2.524645351,-0.641853886,0.001057293,0.714847583,0.023178393,0.09,0.1157,0.0505,0.0257,0.0118,-0.0113,0.00499002,-1.745034859,-0.071774588,-0.037914692,0.039947182,0.03038211,0.454661995,0.97807689,0.97807689,-2.634844143,0.029442354,1.055159983,0.250099868,0.076921337,0.094040533
198310,-2.0308,-3.146932048,-3.16222268,-2.491226794,-0.655705254,0.001115355,0.719474372,0.024744376,0.0864,0.1188,-0.0132,0.0324,0.0121,0.0107,0.002979146,-1.784137486,-0.066507571,-0.006568144,0.079940774,0.017697437,0.450440973,0.953722804,0.953722804,-2.600439879,0.035315933,1.055159983,0.192623422,0.206360833,0.105247085
198311,1.6546,-3.159949477,-3.142673702,-2.490690169,-0.669259308,0.000836303,0.690819893,0.026636827,0.0876,0.1176,0.0183,0.03,0.012,-0.0041,0.001980198,-1.746723699,-0.06442334,-0.020826446,0.053338515,0.036921617,0.457870215,0.991314481,0.991314481,-2.60124716,0.023529865,1.055159983,0.18049629,0.196568038,0.121601793
198312,-1.3249,-3.146835801,-3.155709188,-2.464323247,-0.682512554,0.000528114,0.700359118,0.027056897,0.09,0.1197,-0.0059,0.0297,0.0118,0.0026,0.000988142,-1.687541423,-0.061996286,0.001012829,0.022040485,0.036706414,0.47159943,0.977812306,0.977812306,-2.576132922,0.019574471,0.80856612,0.155319884,0.079597945,0.120436625
198401,-1.1314667,-3.133354655,-3.142613416,-2.426260247,-0.707094408,0.000794606,0.722197644,0.030736005,0.089,0.118,0.0244,0.029,0.0145,0.0026,0.005923001,-1.763505055,-0.044442886,0.020910624,0.047119108,0.046583299,0.431525171,0.948244251,0.948244251,-2.536638154,0.036059757,-0.813739683,0.144132659,0.194782343,0.099921637
198402,-4.1609,-3.089515541,-3.129150023,-2.358628033,-0.730887509,0.002019476,0.763448031,0.026701748,0.0909,0.1217,-0.0178,0.0308,0.0151,6e-04,0.004906771,-1.815781682,-0.042314144,0.011562603,0.053280629,0.01694534,0.422310263,0.897009012,0.897009012,-2.470527125,0.025146631,-2.447447897,0.201141477,0.239401888,0.0939866
198403,0.9361667,-3.098736254,-3.085328515,-2.344800612,-0.753935643,0.001354588,0.762475427,0.024104936,0.0952,0.1253,-0.0156,0.0301,0.0142,-0.0079,0.001953125,-1.647716743,-0.039825228,0.005878511,0.096053107,0.019375561,0.459153295,0.904979801,0.904979801,-2.460982366,0.021702163,-2.447447897,0.230993167,0.276508423,0.099718516
